XID,Project Name,Unit Type,Area,Price,Area Type
334009,Modi Lakeview,3 BHK 1744 Sq. Ft. Apartment,1744 Sq. Ft.,Rs 90.69 Lac,(Saleable)
378115,Hallmark Skyrena,2 BHK 1325 Sq. Ft. Apartment,1325 Sq. Ft.,Rs 57.80 L,(Saleable)
378115,Hallmark Skyrena,3 BHK 1635 Sq. Ft. Apartment,1635 Sq. Ft.,Rs 71.33 L,(Saleable)
378115,Hallmark Skyrena,3 BHK 1935 Sq. Ft. Apartment,1935 Sq. Ft.,Rs 84.42 L,(Saleable)
378115,Hallmark Skyrena,3 BHK 2255 Sq. Ft. Apartment,2255 Sq. Ft.,Rs 98.38 L,(Saleable)
75215,Anantha Vayun Meadows,3 BHK 1490 Sq. Ft. Apartment,1490 Sq. Ft.,Rs 71.52 Lac,(Saleable)
75215,Anantha Vayun Meadows,3 BHK 2050 Sq. Ft. Apartment,2050 Sq. Ft.,Rs 98.40 Lac,(Saleable)
426003,Kesineni Northscape,1475 Sq. Ft. Plot,1475 Sq. Ft.,Rs 1.03 Cr,(Saleable)
426003,Kesineni Northscape,6179 Sq. Ft. Plot,6179 Sq. Ft.,Rs 4.32 Cr,(Saleable)
343921,Pranava One Hyderabad,1 BHK 829 Sq. Ft. Apartment,829 Sq. Ft.,Price on Request,(Saleable)
343921,Pranava One Hyderabad,2 BHK 1535 Sq. Ft. Apartment,1535 Sq. Ft.,Price on Request,(Saleable)
343921,Pranava One Hyderabad,3 BHK 2505 Sq. Ft. Apartment,2505 Sq. Ft.,Price on Request,(Saleable)
343921,Pranava One Hyderabad,4 BHK 5000 Sq. Ft. Apartment,5000 Sq. Ft.,Price on Request,(Saleable)
343921,Pranava One Hyderabad,17574 Sq. Ft. Office Space,17574 Sq. Ft.,Price on Request,(Saleable)
434519,Ananda The Legacey,2 BHK 1445 Sq. Ft. Apartment,1445 Sq. Ft.,Rs 1.05 Cr,(Saleable)
434519,Ananda The Legacey,2 BHK 1295 Sq. Ft. Apartment,1295 Sq. Ft.,Rs 94.53 Lac,(Saleable)
434519,Ananda The Legacey,3 BHK 2215 Sq. Ft. Apartment,2215 Sq. Ft.,Rs 1.62 Cr,(Saleable)
434519,Ananda The Legacey,3 BHK 1495 Sq. Ft. Apartment,1495 Sq. Ft.,Rs 1.09 Cr,(Saleable)
435892,Vertex Florenza,4 BHK 4924 Sq. Ft. Villa,4924 Sq. Ft.,Rs 5.91 Cr,(Saleable)
65394,Modi Lotus Homes,1 BHK 590 Sq. Ft. Apartment,590 Sq. Ft.,Rs 28.02 Lac,(Saleable)
65394,Modi Lotus Homes,2 BHK 741 Sq. Ft. Apartment,741 Sq. Ft.,Rs 35.20 Lac,(Saleable)
65394,Modi Lotus Homes,3 BHK 1102 Sq. Ft. Apartment,1102 Sq. Ft.,Rs 52.34 Lac,(Saleable)
427298,Aura Vidha,3 BHK 1505 Sq. Ft. Apartment,1505 Sq. Ft.,Rs 1.28 Cr,(Saleable)
427298,Aura Vidha,3 BHK 2270 Sq. Ft. Apartment,2270 Sq. Ft.,Rs 1.93 Cr,(Saleable)
427298,Aura Vidha,4 BHK 2900 Sq. Ft. Apartment,2900 Sq. Ft.,Rs 2.46 Cr,(Saleable)
388670,Kalyan Skyway 9,2 BHK 1315 Sq. Ft. Apartment,1315 Sq. Ft.,Rs 93.35 Lac,(Saleable)
388670,Kalyan Skyway 9,2 BHK 1320 Sq. Ft. Apartment,1320 Sq. Ft.,Rs 93.71 Lac,(Saleable)
388670,Kalyan Skyway 9,3 BHK 1945 Sq. Ft. Apartment,1945 Sq. Ft.,Rs 1.38 Cr,(Saleable)
388670,Kalyan Skyway 9,3 BHK 2150 Sq. Ft. Apartment,2150 Sq. Ft.,Rs 1.53 Cr,(Saleable)
383708,Aparna Zenon,1 BHK 1147 Sq. Ft. Apartment,1147 Sq. Ft.,Rs 39.41 L,(Saleable)
383708,Aparna Zenon,1 BHK 1020 Sq. Ft. Apartment,1020 Sq. Ft.,Rs 35.04 L,(Saleable)
383708,Aparna Zenon,2 BHK 1243 Sq. Ft. Apartment,1243 Sq. Ft.,Rs 42.70 L,(Saleable)
383708,Aparna Zenon,2 BHK 1326 Sq. Ft. Apartment,1326 Sq. Ft.,Rs 45.56 L,(Saleable)
383708,Aparna Zenon,3 BHK 1690 Sq. Ft. Apartment,1690 Sq. Ft.,Rs 58.06 L,(Saleable)
383708,Aparna Zenon,3 BHK 2257 Sq. Ft. Apartment,2257 Sq. Ft.,Rs 77.55 L,(Saleable)
125349,Modi Golden County,3 BHK 1610 Sq. Ft. Villa,1610 Sq. Ft.,Price on Request,(Saleable)
125349,Modi Golden County,3 BHK 2387 Sq. Ft. Villa,2387 Sq. Ft.,Rs 1.58 Cr,(Saleable)
370278,Namishree BPS Twin Towers,2 BHK 1050 Sq. Ft. Apartment,1050 Sq. Ft.,Rs 48.45 L,(Saleable)
370278,Namishree BPS Twin Towers,3 BHK 1305 Sq. Ft. Apartment,1305 Sq. Ft.,Rs 60.22 L,(Saleable)
370278,Namishree BPS Twin Towers,3 BHK 1612 Sq. Ft. Apartment,1612 Sq. Ft.,Rs 74.39 L,(Saleable)
370278,Namishree BPS Twin Towers,3 BHK 1760 Sq. Ft. Apartment,1760 Sq. Ft.,Rs 81.22 L,(Saleable)
370278,Namishree BPS Twin Towers,3 BHK 1855 Sq. Ft. Apartment,1855 Sq. Ft.,Rs 85.60 L,(Saleable)
419028,Goldenkey Meraki,2 BHK 1135 Sq. Ft. Apartment,1135 Sq. Ft.,Rs 66.95 Lac,(Saleable)
419028,Goldenkey Meraki,2 BHK 1445 Sq. Ft. Apartment,1445 Sq. Ft.,Rs 85.24 Lac,(Saleable)
419028,Goldenkey Meraki,3 BHK 1740 Sq. Ft. Apartment,1740 Sq. Ft.,Rs 1.03 Cr,(Saleable)
419028,Goldenkey Meraki,3 BHK 1885 Sq. Ft. Apartment,1885 Sq. Ft.,Rs 1.11 Cr,(Saleable)
385666,SSI Som Boulevard,4 BHK 3931 Sq. Ft. Villa,3931 Sq. Ft.,Rs 5.11 Cr,(Saleable)
385666,SSI Som Boulevard,4 BHK 5200 Sq. Ft. Villa,5200 Sq. Ft.,Rs 6.76 Cr,(Saleable)
385666,SSI Som Boulevard,4 BHK 5956 Sq. Ft. Villa,5956 Sq. Ft.,Rs 7.74 Cr,(Saleable)
65774,Modi Edifice,3 BHK 1449 Sq. Ft. Apartment,962 Sq. Ft.,Rs 76.07 Lac,(Carpet)
380922,Golden Kalpavriksha,1 BHK 598 Sq. Ft. Apartment,598 Sq. Ft.,Rs 31.10 Lac,(Saleable)
380922,Golden Kalpavriksha,1 BHK 725 Sq. Ft. Apartment,725 Sq. Ft.,Rs 37.70 Lac,(Saleable)
380922,Golden Kalpavriksha,2 BHK 904 Sq. Ft. Apartment,904 Sq. Ft.,Rs 47.01 Lac,(Saleable)
380922,Golden Kalpavriksha,2 BHK 936 Sq. Ft. Apartment,936 Sq. Ft.,Rs 48.67 Lac,(Saleable)
380922,Golden Kalpavriksha,3 BHK 1187 Sq. Ft. Apartment,1187 Sq. Ft.,Rs 61.72 Lac,(Saleable)
380922,Golden Kalpavriksha,3 BHK 1254 Sq. Ft. Apartment,1254 Sq. Ft.,Rs 65.21 Lac,(Saleable)
374132,Cybercity West Brook,2 BHK 1075 Sq. Ft. Apartment,1075 Sq. Ft.,Rs 86 L,(Saleable)
374132,Cybercity West Brook,2 BHK 1210 Sq. Ft. Apartment,1210 Sq. Ft.,Rs 96.8 L,(Saleable)
374132,Cybercity West Brook,3 BHK 1470 Sq. Ft. Apartment,1470 Sq. Ft.,Rs 1.17 Cr,(Saleable)
374132,Cybercity West Brook,3 BHK 2210 Sq. Ft. Apartment,2210 Sq. Ft.,Rs 1.76 Cr,(Saleable)
391991,Theme Imperial,2 BHK 1470 Sq. Ft. Apartment,1470 Sq. Ft.,Rs 1.10 Cr,(Saleable)
391991,Theme Imperial,3 BHK 1845 Sq. Ft. Apartment,1845 Sq. Ft.,Rs 1.38 Cr,(Saleable)
391991,Theme Imperial,3 BHK 2170 Sq. Ft. Apartment,2170 Sq. Ft.,Rs 1.63 Cr,(Saleable)
391991,Theme Imperial,4 BHK 2655 Sq. Ft. Apartment,2655 Sq. Ft.,Rs 1.99 Cr,(Saleable)
398215,EIPL Corner Stone,2 BHK 1360 Sq. Ft. Apartment,1360 Sq. Ft.,Rs 1.25 Cr,(Saleable)
398215,EIPL Corner Stone,2 BHK 1410 Sq. Ft. Apartment,1410 Sq. Ft.,Rs 1.30 Cr,(Saleable)
398215,EIPL Corner Stone,3 BHK 1610 Sq. Ft. Apartment,1610 Sq. Ft.,Rs 1.48 Cr,(Saleable)
398215,EIPL Corner Stone,3 BHK 2350 Sq. Ft. Apartment,2350 Sq. Ft.,Rs 2.16 Cr,(Saleable)
418966,NSL East Luxoria,3 BHK 2251 Sq. Ft. Apartment,2251 Sq. Ft.,Rs 1.78 Cr,(Saleable)
418966,NSL East Luxoria,3 BHK 2602 Sq. Ft. Apartment,2602 Sq. Ft.,Rs 2.06 Cr,(Saleable)
418966,NSL East Luxoria,4 BHK 3189 Sq. Ft. Apartment,3189 Sq. Ft.,Rs 2.52 Cr,(Saleable)
418966,NSL East Luxoria,4 BHK 3331 Sq. Ft. Apartment,3331 Sq. Ft.,Rs 2.63 Cr,(Saleable)
384074,Surabhis Signature Villas,3 BHK 2200 Sq. Ft. Villa,2200 Sq. Ft.,Rs 2.64 Cr,(Saleable)
384074,Surabhis Signature Villas,3 BHK 2620 Sq. Ft. Villa,2620 Sq. Ft.,Rs 3.14 Cr,(Saleable)
397582,Om Sree Gallaxy,2 BHK 1285 Sq. Ft. Apartment,1285 Sq. Ft.,Rs 89.95 Lac,(Saleable)
397582,Om Sree Gallaxy,3 BHK 1445 Sq. Ft. Apartment,1445 Sq. Ft.,Rs 1.01 Cr,(Saleable)
397582,Om Sree Gallaxy,3 BHK 2225 Sq. Ft. Apartment,2225 Sq. Ft.,Rs 1.56 Cr,(Saleable)
405130,Pranathi Kiara,2 BHK 1300 Sq. Ft. Apartment,1300 Sq. Ft.,Rs 85.79 Lac,(Saleable)
405130,Pranathi Kiara,2 BHK 1410 Sq. Ft. Apartment,1410 Sq. Ft.,Rs 93.05 Lac,(Saleable)
405130,Pranathi Kiara,3 BHK 1495 Sq. Ft. Apartment,1495 Sq. Ft.,Rs 98.66 Lac,(Saleable)
405130,Pranathi Kiara,3 BHK 2035 Sq. Ft. Apartment,2035 Sq. Ft.,Rs 1.34 Cr,(Saleable)
383662,Primark Eco Nest,2 BHK 1160 Sq. Ft. Apartment,1160 Sq. Ft.,Rs 57.99 Lac,(Saleable)
383662,Primark Eco Nest,2 BHK 1305 Sq. Ft. Apartment,1305 Sq. Ft.,Rs 65.24 Lac,(Saleable)
383662,Primark Eco Nest,3 BHK 1425 Sq. Ft. Apartment,1425 Sq. Ft.,Rs 71.24 Lac,(Saleable)
383662,Primark Eco Nest,3 BHK 2165 Sq. Ft. Apartment,2165 Sq. Ft.,Rs 1.08 Cr,(Saleable)
398773,Risinia Scintilla,2 BHK 1445 Sq. Ft. Apartment,1445 Sq. Ft.,Rs 98.26 Lac,(Saleable)
398773,Risinia Scintilla,3 BHK 1900 Sq. Ft. Apartment,1900 Sq. Ft.,Rs 1.29 Cr,(Saleable)
398773,Risinia Scintilla,3 BHK 2000 Sq. Ft. Apartment,2000 Sq. Ft.,Rs 1.36 Cr,(Saleable)
351831,Lakshmi Cadillac,2 BHK 1303 Sq. Ft. Apartment,1303 Sq. Ft.,Rs 79.74 L,(Saleable)
351831,Lakshmi Cadillac,2 BHK 1385 Sq. Ft. Apartment,1385 Sq. Ft.,Rs 84.76 L,(Saleable)
351831,Lakshmi Cadillac,3 BHK 1490 Sq. Ft. Apartment,1490 Sq. Ft.,Rs 91.18 L,(Saleable)
351831,Lakshmi Cadillac,3 BHK 1816 Sq. Ft. Apartment,1816 Sq. Ft.,Rs 1.11 Cr,(Saleable)
403576,Yuva Park,1446 Sq. Ft. Plot,1446 Sq. Ft.,Rs 21.69 Lac,(Saleable)
403576,Yuva Park,4321 Sq. Ft. Plot,4321 Sq. Ft.,Rs 64.81 Lac,(Saleable)
375577,IRA Aspiration,2 BHK 1295 Sq. Ft. Apartment,1295 Sq. Ft.,Rs 76.48 L,(Saleable)
375577,IRA Aspiration,3 BHK 1595 Sq. Ft. Apartment,1595 Sq. Ft.,Rs 94.20 L,(Saleable)
375577,IRA Aspiration,3 BHK 2195 Sq. Ft. Apartment,2195 Sq. Ft.,Rs 1.29 Cr,(Saleable)
389311,Sumadhuras Gardens By The Brook,2 BHK 1285 Sq. Ft. Apartment,1285 Sq. Ft.,Rs 89.95 Lac,(Saleable)
389311,Sumadhuras Gardens By The Brook,2 BHK 1440 Sq. Ft. Apartment,1440 Sq. Ft.,Rs 1.01 Cr,(Saleable)
389311,Sumadhuras Gardens By The Brook,3 BHK 1625 Sq. Ft. Apartment,1625 Sq. Ft.,Rs 1.14 Cr,(Saleable)
389311,Sumadhuras Gardens By The Brook,3 BHK 1680 Sq. Ft. Apartment,1680 Sq. Ft.,Rs 1.18 Cr,(Saleable)
389311,Sumadhuras Gardens By The Brook,4 BHK 3350 Sq. Ft. Apartment,3350 Sq. Ft.,Rs 2.35 Cr,(Saleable)
389311,Sumadhuras Gardens By The Brook,4 BHK 3725 Sq. Ft. Apartment,3725 Sq. Ft.,Rs 2.61 Cr,(Saleable)
404811,APR Praveens Eterno,4 BHK 3405 Sq. Ft. Villa,3405 Sq. Ft.,Rs 3.40 Cr,(Saleable)
404811,APR Praveens Eterno,4 BHK 3700 Sq. Ft. Villa,3700 Sq. Ft.,Rs 3.70 Cr,(Saleable)
404811,APR Praveens Eterno,4 BHK 3712 Sq. Ft. Villa,3712 Sq. Ft.,Rs 3.71 Cr,(Saleable)
1498,Modi Emerald Heights,2 BHK 947 Sq. Ft. Apartment,947 Sq. Ft.,Price on Request,(Saleable)
1498,Modi Emerald Heights,3 BHK 1895 Sq. Ft. Apartment,1895 Sq. Ft.,Price on Request,(Saleable)
379760,Hallmark Treasor,3 BHK 1765 Sq. Ft. Apartment,1765 Sq. Ft.,Rs 74.78 L,(Saleable)
379760,Hallmark Treasor,3 BHK 2040 Sq. Ft. Apartment,2040 Sq. Ft.,Rs 86.43 L,(Saleable)
379760,Hallmark Treasor,3 BHK 2540 Sq. Ft. Apartment,2540 Sq. Ft.,Rs 1.07 Cr,(Saleable)
379760,Hallmark Treasor,3 BHK 3830 Sq. Ft. Apartment,3830 Sq. Ft.,Rs 1.62 Cr,(Saleable)
379760,Hallmark Treasor,4 BHK 3530 Sq. Ft. Apartment,3530 Sq. Ft.,Rs 1.49 Cr,(Saleable)
379760,Hallmark Treasor,4 BHK 4080 Sq. Ft. Apartment,4080 Sq. Ft.,Rs 1.72 Cr,(Saleable)
379760,Hallmark Treasor,5 BHK 5080 Sq. Ft. Apartment,5080 Sq. Ft.,Rs 2.15 Cr,(Saleable)
420326,Rajapushpa Casa Luxura,4 BHK 5735 Sq. Ft. Apartment,5735 Sq. Ft.,Rs 7.45 Cr,(Saleable)
420326,Rajapushpa Casa Luxura,4 BHK 7790 Sq. Ft. Apartment,7790 Sq. Ft.,Rs 10.13 Cr,(Saleable)
369372,Om Sree Heights,3 BHK 2010 Sq. Ft. Apartment,2010 Sq. Ft.,Rs 1.34 Cr,(Saleable)
379234,Sri Vathsa Sterling Abode,2 BHK 1176 Sq. Ft. Apartment,1176 Sq. Ft.,Rs 56.07 L,(Saleable)
379234,Sri Vathsa Sterling Abode,2 BHK 1297 Sq. Ft. Apartment,1297 Sq. Ft.,Rs 61.84 L,(Saleable)
379234,Sri Vathsa Sterling Abode,3 BHK 1545 Sq. Ft. Apartment,1545 Sq. Ft.,Rs 73.66 L,(Saleable)
379234,Sri Vathsa Sterling Abode,3 BHK 1697 Sq. Ft. Apartment,1697 Sq. Ft.,Rs 80.91 L,(Saleable)
424046,BS Vishan S Castle,2 BHK 1157 Sq. Ft. Apartment,1157 Sq. Ft.,Rs 57.85 Lac,(Saleable)
424046,BS Vishan S Castle,2 BHK 1205 Sq. Ft. Apartment,1205 Sq. Ft.,Rs 60.25 Lac,(Saleable)
424046,BS Vishan S Castle,3 BHK 1659 Sq. Ft. Apartment,1659 Sq. Ft.,Rs 82.95 Lac,(Saleable)
424046,BS Vishan S Castle,3 BHK 1722 Sq. Ft. Apartment,1722 Sq. Ft.,Rs 86.10 Lac,(Saleable)
433403,Jain Fairmount The ARC,2 BHK 1206 Sq. Ft. Apartment,1206 Sq. Ft.,Rs 75.98 Lac,(Saleable)
433403,Jain Fairmount The ARC,3 BHK 1410 Sq. Ft. Apartment,1410 Sq. Ft.,Rs 88.83 Lac,(Saleable)
395807,Praneeth Pranav Solitaire,2 BHK 1430 Sq. Ft. Apartment,1430 Sq. Ft.,Rs 94.37 Lac,(Saleable)
395807,Praneeth Pranav Solitaire,2 BHK 1210 Sq. Ft. Apartment,1210 Sq. Ft.,Rs 79.85 Lac,(Saleable)
395807,Praneeth Pranav Solitaire,3 BHK 1701 Sq. Ft. Apartment,1701 Sq. Ft.,Rs 1.12 Cr,(Saleable)
395807,Praneeth Pranav Solitaire,3 BHK 2061 Sq. Ft. Apartment,2061 Sq. Ft.,Rs 1.36 Cr,(Saleable)
418259,Rajapushpa Aurelia,3 BHK 3015 Sq. Ft. Apartment,3015 Sq. Ft.,Rs 2.37 Cr,(Saleable)
418259,Rajapushpa Aurelia,3 BHK 3435 Sq. Ft. Apartment,3435 Sq. Ft.,Rs 2.70 Cr,(Saleable)
418259,Rajapushpa Aurelia,4 BHK 3995 Sq. Ft. Apartment,3995 Sq. Ft.,Rs 3.14 Cr,(Saleable)
418259,Rajapushpa Aurelia,4 BHK 4400 Sq. Ft. Apartment,4400 Sq. Ft.,Rs 3.45 Cr,(Saleable)
422569,Jain Central Park East And RNK Capital Park,2 BHK 1378 Sq. Ft. Apartment,1378 Sq. Ft.,Rs 69.02 Lac,(Saleable)
422569,Jain Central Park East And RNK Capital Park,2 BHK 1410 Sq. Ft. Apartment,1410 Sq. Ft.,Rs 70.62 Lac,(Saleable)
422569,Jain Central Park East And RNK Capital Park,3 BHK 1905 Sq. Ft. Apartment,1905 Sq. Ft.,Rs 95.41 Lac,(Saleable)
422569,Jain Central Park East And RNK Capital Park,3 BHK 2217 Sq. Ft. Apartment,2217 Sq. Ft.,Rs 1.11 Cr,(Saleable)
422569,Jain Central Park East And RNK Capital Park,130 Sq. Ft. Retail Shop,130 Sq. Ft.,Price on Request,(Saleable)
422569,Jain Central Park East And RNK Capital Park,370 Sq. Ft. Office Space,370 Sq. Ft.,Price on Request,(Saleable)
371092,ASBL Spire,3 BHK 1905 Sq. Ft. Apartment,1905 Sq. Ft.,Rs 1.17 Cr,(Saleable)
371092,ASBL Spire,3 BHK 2120 Sq. Ft. Apartment,2120 Sq. Ft.,Rs 1.31 Cr,(Saleable)
408739,Pranava East Crest,2 BHK 1225 Sq. Ft. Apartment,1225 Sq. Ft.,Rs 79.63 Lac,(Saleable)
408739,Pranava East Crest,2 BHK 1355 Sq. Ft. Apartment,1355 Sq. Ft.,Rs 88.08 Lac,(Saleable)
408739,Pranava East Crest,3 BHK 1570 Sq. Ft. Apartment,1570 Sq. Ft.,Rs 1.02 Cr,(Saleable)
408739,Pranava East Crest,3 BHK 1845 Sq. Ft. Apartment,1845 Sq. Ft.,Rs 1.20 Cr,(Saleable)
426693,Anvita High 9,2 BHK 1356 Sq. Ft. Apartment,1356 Sq. Ft.,Rs 94.78 Lac,(Saleable)
426693,Anvita High 9,3 BHK 1695 Sq. Ft. Apartment,1695 Sq. Ft.,Rs 1.18 Cr,(Saleable)
426693,Anvita High 9,3 BHK 2615 Sq. Ft. Apartment,2615 Sq. Ft.,Rs 1.83 Cr,(Saleable)
370974,Shree Krishna Homes Hyderabad,2 BHK 1100 Sq. Ft. Apartment,1100 Sq. Ft.,Rs 48.44 L,(Saleable)
370974,Shree Krishna Homes Hyderabad,2 BHK 1240 Sq. Ft. Apartment,1240 Sq. Ft.,Rs 54.60 L,(Saleable)
370974,Shree Krishna Homes Hyderabad,2 BHK 1321 Sq. Ft. Apartment,1321 Sq. Ft.,Rs 58.17 L,(Saleable)
370974,Shree Krishna Homes Hyderabad,3 BHK 1670 Sq. Ft. Apartment,1670 Sq. Ft.,Rs 73.54 L,(Saleable)
408465,Candeur Skyline,4 BHK 6520 Sq. Ft. Apartment,6520 Sq. Ft.,Rs 8.48 Cr,(Saleable)
408465,Candeur Skyline,4 BHK 6660 Sq. Ft. Apartment,6660 Sq. Ft.,Rs 8.66 Cr,(Saleable)
408473,Rajapushpa Pristinia,2 BHK 1380 Sq. Ft. Apartment,1380 Sq. Ft.,Rs 1.21 Cr,(Saleable)
408473,Rajapushpa Pristinia,3 BHK 1730 Sq. Ft. Apartment,1730 Sq. Ft.,Rs 1.52 Cr,(Saleable)
408473,Rajapushpa Pristinia,3 BHK 3000 Sq. Ft. Apartment,3000 Sq. Ft.,Rs 2.64 Cr,(Saleable)
408473,Rajapushpa Pristinia,4 BHK 4540 Sq. Ft. Apartment,4540 Sq. Ft.,Rs 3.99 Cr,(Saleable)
408473,Rajapushpa Pristinia,4 BHK 4595 Sq. Ft. Apartment,4595 Sq. Ft.,Rs 4.04 Cr,(Saleable)
437881,Godrej Madison Avenue,3 BHK 2350 Sq. Ft. Apartment,2350 Sq. Ft.,Rs 2.82 Cr,(Saleable)
437881,Godrej Madison Avenue,3 BHK 2650 Sq. Ft. Apartment,2650 Sq. Ft.,Rs 3.18 Cr,(Saleable)
437881,Godrej Madison Avenue,4 BHK 2800 Sq. Ft. Apartment,2800 Sq. Ft.,Rs 3.36 Cr,(Saleable)
437881,Godrej Madison Avenue,4 BHK 3600 Sq. Ft. Apartment,3600 Sq. Ft.,Rs 4.32 Cr,(Saleable)
378897,Sumadhura The Olympus,3 BHK 3000 Sq. Ft. Apartment,3000 Sq. Ft.,Rs 2.10 Cr,(Saleable)
378897,Sumadhura The Olympus,3 BHK 2270 Sq. Ft. Apartment,2270 Sq. Ft.,Rs 1.58 Cr,(Saleable)
378897,Sumadhura The Olympus,3 BHK 2010 Sq. Ft. Apartment,2010 Sq. Ft.,Rs 1.40 Cr,(Saleable)
378897,Sumadhura The Olympus,3 BHK 1670 Sq. Ft. Apartment,1670 Sq. Ft.,Rs 1.16 Cr,(Saleable)
416504,Bricks Marvella,2 BHK 1385 Sq. Ft. Apartment,1385 Sq. Ft.,Rs 99.72 Lac,(Saleable)
416504,Bricks Marvella,3 BHK 1575 Sq. Ft. Apartment,1575 Sq. Ft.,Rs 1.13 Cr,(Saleable)
416504,Bricks Marvella,3 BHK 1795 Sq. Ft. Apartment,1795 Sq. Ft.,Rs 1.29 Cr,(Saleable)
416504,Bricks Marvella,3 BHK 2470 Sq. Ft. Apartment,2470 Sq. Ft.,Rs 1.78 Cr,(Saleable)
416504,Bricks Marvella,4 BHK 3570 Sq. Ft. Apartment,3570 Sq. Ft.,Rs 2.57 Cr,(Saleable)
390049,Hivision Heights,2 BHK 960 Sq. Ft. Apartment,960 Sq. Ft.,Rs 51.12 L,(Saleable)
390049,Hivision Heights,2 BHK 1338 Sq. Ft. Apartment,1338 Sq. Ft.,Rs 71.26 L,(Saleable)
390049,Hivision Heights,3 BHK 1485 Sq. Ft. Apartment,1485 Sq. Ft.,Rs 79.09 L,(Saleable)
390049,Hivision Heights,3 BHK 1907 Sq. Ft. Apartment,1907 Sq. Ft.,Rs 1.01 Cr,(Saleable)
390049,Hivision Heights,4 BHK 2253 Sq. Ft. Apartment,2253 Sq. Ft.,Rs 1.19 Cr,(Saleable)
390049,Hivision Heights,4 BHK 2464 Sq. Ft. Apartment,2464 Sq. Ft.,Rs 1.31 Cr,(Saleable)
385556,Raghuram The Vue Residences,3 BHK 1500 Sq. Ft. Apartment,1500 Sq. Ft.,Rs 1.54 Cr,(Saleable)
385556,Raghuram The Vue Residences,3 BHK 2660 Sq. Ft. Apartment,2660 Sq. Ft.,Rs 2.73 Cr,(Saleable)
385556,Raghuram The Vue Residences,4 BHK 3510 Sq. Ft. Apartment,3510 Sq. Ft.,Rs 3.60 Cr,(Saleable)
385556,Raghuram The Vue Residences,4 BHK 3975 Sq. Ft. Apartment,3975 Sq. Ft.,Rs 4.07 Cr,(Saleable)
395792,APR Praveens Golden Leaf,3 BHK 1910 Sq. Ft. Villa,1910 Sq. Ft.,Rs 1.53 Cr,(Saleable)
395792,APR Praveens Golden Leaf,3 BHK 2015 Sq. Ft. Villa,2015 Sq. Ft.,Rs 1.61 Cr,(Saleable)
395792,APR Praveens Golden Leaf,4 BHK 2890 Sq. Ft. Villa,2890 Sq. Ft.,Rs 2.31 Cr,(Saleable)
395792,APR Praveens Golden Leaf,4 BHK 3150 Sq. Ft. Villa,3150 Sq. Ft.,Rs 2.52 Cr,(Saleable)
401678,Western Springs,3 BHK 2315 Sq. Ft. Apartment,2315 Sq. Ft.,Rs 2.20 Cr,(Saleable)
401678,Western Springs,3 BHK 3400 Sq. Ft. Apartment,3400 Sq. Ft.,Rs 3.23 Cr,(Saleable)
401678,Western Springs,4 BHK 5751 Sq. Ft. Apartment,5751 Sq. Ft.,Rs 5.46 Cr,(Saleable)
401678,Western Springs,4 BHK 9999 Sq. Ft. Apartment,9999 Sq. Ft.,Rs 9.50 Cr,(Saleable)
383552,Lotus Grand,2 BHK 1233 Sq. Ft. Apartment,1233 Sq. Ft.,Rs 45.38 L,(Saleable)
383552,Lotus Grand,2 BHK 1335 Sq. Ft. Apartment,1335 Sq. Ft.,Rs 49.14 L,(Saleable)
383552,Lotus Grand,3 BHK 2363 Sq. Ft. Apartment,2363 Sq. Ft.,Rs 86.98 L,(Saleable)
383552,Lotus Grand,3 BHK 2487 Sq. Ft. Apartment,2487 Sq. Ft.,Rs 91.54 L,(Saleable)
414538,ASBL Loft,3 BHK 1695 Sq. Ft. Apartment,1695 Sq. Ft.,Rs 1.69 Cr,(Saleable)
414538,ASBL Loft,3 BHK 1870 Sq. Ft. Apartment,1870 Sq. Ft.,Rs 1.87 Cr,(Saleable)
411351,Shiva Krishna Bai Residency,2 BHK 1180 Sq. Ft. Apartment,1180 Sq. Ft.,Rs 64.90 Lac,(Saleable)
411351,Shiva Krishna Bai Residency,2 BHK 1210 Sq. Ft. Apartment,1210 Sq. Ft.,Rs 66.55 Lac,(Saleable)
411351,Shiva Krishna Bai Residency,3 BHK 1525 Sq. Ft. Apartment,1525 Sq. Ft.,Rs 83.88 Lac,(Saleable)
411351,Shiva Krishna Bai Residency,3 BHK 1545 Sq. Ft. Apartment,1545 Sq. Ft.,Rs 84.97 Lac,(Saleable)
385165,Sukhii Ubuntu,2 BHK 1315 Sq. Ft. Apartment,1315 Sq. Ft.,Rs 1.25 Cr,(Saleable)
385165,Sukhii Ubuntu,3 BHK 1500 Sq. Ft. Apartment,1500 Sq. Ft.,Rs 1.42 Cr,(Saleable)
385165,Sukhii Ubuntu,3 BHK 1710 Sq. Ft. Apartment,1710 Sq. Ft.,Rs 1.62 Cr,(Saleable)
385165,Sukhii Ubuntu,4 BHK 2230 Sq. Ft. Apartment,2230 Sq. Ft.,Rs 2.12 Cr,(Saleable)
433770,Jain Pramukh Samriddhi Towers,3 BHK 2594 Sq. Ft. Apartment,2594 Sq. Ft.,Rs 1.87 Cr,(Saleable)
433770,Jain Pramukh Samriddhi Towers,4 BHK 4499 Sq. Ft. Apartment,4499 Sq. Ft.,Rs 3.24 Cr,(Saleable)
433770,Jain Pramukh Samriddhi Towers,4 BHK 4693 Sq. Ft. Apartment,4693 Sq. Ft.,Rs 3.38 Cr,(Saleable)
