XID,List Item,Price
r75015,1084 SQ.FT,Price on Request
r75015,1141 SQ.FT,Price on Request
r403366,738 SQ.FT,₹ 62.06 L
r403366,761 SQ.FT,₹ 63.98 L
r403366,780 SQ.FT,₹ 45.24 L
r403366,816 SQ.FT,₹ 68.55 L
r403366,823 SQ.FT,₹ 47.73 L
r403366,837 SQ.FT,₹ 70.35 L
r403366,853 SQ.FT,₹ 49.47 L
r403366,1031 SQ.FT,₹ 59.82 L
r403366,935 SQ.FT,₹ 54.23 L
r403366,943 SQ.FT,₹ 79.29 L
r403366,970 SQ.FT,₹ 56.26 L
r403366,982 SQ.FT,₹ 56.96 L
r403366,983 SQ.FT,₹ 57.01 L
r403366,990 SQ.FT,₹ 57.42 L
r403366,998 SQ.FT,₹ 83.87 L
r403366,1030 SQ.FT,₹ 86.59 L
r403366,1047 SQ.FT,₹ 60.73 L
r403366,1049 SQ.FT,₹ 60.84 L
r403366,1078 SQ.FT,₹ 90.6 L
r403366,1263 SQ.FT,₹ 73.25 L
r403366,1191 SQ.FT,₹ 69.08 L
r403366,1377 SQ.FT,Price on Request
r382576,571 SQ.FT,"₹ 24.54 L
i"
r382576,711 SQ.FT,"₹ 30.38 L
i"
r382576,747 SQ.FT,"₹ 31.82 L
i"
r379247,200 SQ.YD,₹ 20.0 L
r379247,267 SQ.YD,₹ 26.7 L
r379247,400 SQ.YD,₹ 40.0 L
r379247,534 SQ.YD,₹ 53.39 L
r379247,66.67 SQ.YD,₹ 30.0 L
r379247,162.22 SQ.YD,₹ 65.0 L
r379247,273.33 SQ.YD,₹ 90.01 L
r299863,554 SQ.FT,"₹ 54.88 L
i"
r299863,959 SQ.FT,"₹ 96.88 L
i"
r299863,1028 SQ.FT,"₹ 1.03 Cr
i"
r299863,1035 SQ.FT,"₹ 1.04 Cr
i"
r299863,1254 SQ.FT,"₹ 1.25 Cr
i"
r299863,1281 SQ.FT,"₹ 1.28 Cr
i"
r299863,1321 SQ.FT,"₹ 1.32 Cr
i"
r299863,1432 SQ.FT,"₹ 1.42 Cr
i"
r299863,1475 SQ.FT,"₹ 1.46 Cr
i"
r408473,1380 SQ.FT,₹ 1.08 Cr
r408473,1730 SQ.FT,₹ 1.35 Cr
r408473,2040 SQ.FT,₹ 1.59 Cr
r408473,2355 SQ.FT,₹ 1.84 Cr
r408473,3000 SQ.FT,₹ 2.34 Cr
r408473,4540 SQ.FT,₹ 3.54 Cr
r408473,4575 SQ.FT,₹ 3.57 Cr
r408473,4595 SQ.FT,₹ 3.58 Cr
r409476,2800 SQ.FT,"₹ 2.9 Cr
i"
r409476,2804 SQ.FT,"₹ 2.9 Cr
i"
r265191,653 SQ.FT,₹ 11.24 L
r265191,1000 SQ.FT,₹ 17.21 L
r265191,1200 SQ.FT,₹ 20.65 L
r265191,1400 SQ.FT,₹ 24.09 L
r265191,1600 SQ.FT,₹ 27.54 L
r265191,1750 SQ.FT,₹ 30.12 L
r265191,1800 SQ.FT,₹ 30.98 L
r265191,2178 SQ.FT,₹ 37.48 L
r265191,923 SQ.FT,Price on Request
r265191,985 SQ.FT,₹ 44.99 L
r265191,1005 SQ.FT,₹ 48.0 L
r265191,1024 SQ.FT,Price on Request
r265191,1066 SQ.FT,Price on Request
r265191,1150 SQ.FT,Price on Request
r265191,1200 SQ.FT,₹ 51.01 L
r265191,1302 SQ.FT,₹ 54.45 L
r265191,1615 SQ.FT,Price on Request
r265191,1500 SQ.FT,₹ 50.78 L
r265191,1552 SQ.FT,Price on Request
r265191,1876 SQ.FT,Price on Request
r265191,1886 SQ.FT,₹ 63.71 L
r265191,1900 SQ.FT,Price on Request
r265191,1917 SQ.FT,₹ 68.65 L
r265191,2000 SQ.FT,Price on Request
r265191,2100 SQ.FT,Price on Request
r265191,2300 SQ.FT,Price on Request
r265191,2500 SQ.FT,Price on Request
r265191,2750 SQ.FT,Price on Request
r265191,3000 SQ.FT,Price on Request
r265191,3300 SQ.FT,Price on Request
r416321,135 SQ.YD,Price on Request
r416321,135 SQ.YD,Price on Request
r416321,560 SQ.YD,Price on Request
r416321,915 SQ.YD,Price on Request
r397871,824 SQ.FT,Price on Request
r397871,1054 SQ.FT,₹ 84.99 L
r397871,1077 SQ.FT,₹ 86.85 L
r397871,1082 SQ.FT,₹ 87.25 L
r397871,1247 SQ.FT,₹ 1.01 Cr
r397871,1266 SQ.FT,₹ 1.02 Cr
r397871,1271 SQ.FT,₹ 1.02 Cr
r397871,1277 SQ.FT,₹ 1.03 Cr
r397871,1325 SQ.FT,₹ 1.07 Cr
r397871,1332 SQ.FT,₹ 1.07 Cr
r397871,1337 SQ.FT,₹ 1.08 Cr
r397871,1341 SQ.FT,₹ 1.08 Cr
r397871,1516 SQ.FT,₹ 1.22 Cr
r397871,1552 SQ.FT,₹ 1.25 Cr
r397871,1557 SQ.FT,₹ 1.26 Cr
r397871,1560 SQ.FT,₹ 1.26 Cr
r397871,1962 SQ.FT,₹ 1.58 Cr
r397871,2048 SQ.FT,₹ 1.65 Cr
r408184,600 SQ.FT,₹ 27.55 L
r408184,671 SQ.FT,₹ 30.81 L
r408184,1150 SQ.FT,₹ 52.8 L
r408184,1835 SQ.FT,₹ 84.24 L
r419026,1895 SQ.FT,₹ 1.47 Cr
r419026,1925 SQ.FT,₹ 1.5 Cr
r419026,2475 SQ.FT,₹ 1.93 Cr
r419026,2575 SQ.FT,₹ 2.0 Cr
r412548,933 SQ.FT,₹ 60.65 L
r412548,938 SQ.FT,₹ 60.97 L
r412548,941 SQ.FT,₹ 61.17 L
r412548,955 SQ.FT,₹ 62.08 L
r412548,957 SQ.FT,₹ 62.21 L
r412548,1229 SQ.FT,₹ 79.89 L
r412548,1264 SQ.FT,₹ 82.16 L
r412548,1325 SQ.FT,₹ 86.13 L
r412548,1378 SQ.FT,₹ 89.57 L
r428320,1060 SQ.FT,₹ 49.81 L
r428320,1453 SQ.FT,₹ 68.28 L
r437319,1850 SQ.FT,₹ 1.31 Cr
r137319,410 SQ.FT,"₹ 38.0 L
i"
r414339,2975 SQ.FT,₹ 5.52 Cr
r414339,3530 SQ.FT,₹ 6.55 Cr
r405075,180 SQ.YD,₹ 60.3 L
r405075,185 SQ.YD,₹ 61.97 L
r405075,205 SQ.YD,₹ 68.69 L
r309485,930 SQ.FT,₹ 45.57 L
r309485,932 SQ.FT,₹ 45.67 L
r309485,934 SQ.FT,₹ 45.77 L
r309485,1186 SQ.FT,₹ 58.11 L
r309485,1187 SQ.FT,₹ 58.16 L
r309485,1196 SQ.FT,₹ 58.6 L
r309485,1263 SQ.FT,₹ 61.89 L
r309485,1278 SQ.FT,₹ 62.62 L
r309485,1280 SQ.FT,₹ 62.72 L
r309485,1283 SQ.FT,Price on Request
r309485,1285 SQ.FT,Price on Request
r309485,1336 SQ.FT,₹ 65.46 L
r309485,1348 SQ.FT,₹ 66.05 L
r309485,1683 SQ.FT,Price on Request
r309485,1684 SQ.FT,Price on Request
r49948,842 SQ.FT,Price on Request
r49948,856 SQ.FT,Price on Request
r49948,869 SQ.FT,Price on Request
r49948,873 SQ.FT,₹ 50.01 L
r49948,887 SQ.FT,₹ 50.98 L
r49948,915 SQ.FT,Price on Request
r49948,915 SQ.FT,Price on Request
r49948,971 SQ.FT,₹ 56.16 L
r49948,1025 SQ.FT,₹ 59.23 L
r49948,1125 SQ.FT,Price on Request
r49948,1125 SQ.FT,Price on Request
r49948,1164 SQ.FT,Price on Request
r49948,1181 SQ.FT,₹ 78.95 L
r49948,1194 SQ.FT,₹ 78.1 L
r49948,1227 SQ.FT,Price on Request
r49948,1258 SQ.FT,₹ 81.73 L
r49948,1265 SQ.FT,Price on Request
r49948,1265 SQ.FT,Price on Request
r49948,1351 SQ.FT,₹ 87.42 L
r49948,1352 SQ.FT,Price on Request
r49948,2058 SQ.FT,₹ 1.02 Cr
r49948,3283 SQ.FT,₹ 1.26 Cr
r410684,2205 SQ.FT,₹ 1.65 Cr
r410684,2850 SQ.FT,₹ 2.05 Cr
r410684,2945 SQ.FT,₹ 2.5 Cr
r324441,765 SQ.FT,₹ 35.63 L
r324441,826 SQ.FT,₹ 38.47 L
r324441,936 SQ.FT,₹ 43.59 L
r324441,983 SQ.FT,₹ 45.78 L
r419206,616 SQ.FT,₹ 1.03 Cr
r419206,618 SQ.FT,₹ 1.06 Cr
r419206,791 SQ.FT,₹ 1.33 Cr
r419206,825 SQ.FT,₹ 1.39 Cr
r419206,826 SQ.FT,₹ 1.39 Cr
r419206,853 SQ.FT,₹ 1.43 Cr
r419206,904 SQ.FT,₹ 1.52 Cr
r419206,971 SQ.FT,₹ 1.63 Cr
r419206,980 SQ.FT,₹ 1.65 Cr
r419206,1073 SQ.FT,₹ 1.8 Cr
r419206,1078 SQ.FT,₹ 1.81 Cr
r419206,975 SQ.FT,₹ 1.87 Cr
r419206,1271 SQ.FT,₹ 2.11 Cr
r419206,1280 SQ.FT,₹ 2.22 Cr
r419798,320 SQ.FT,₹ 41.49 L
r419798,356 SQ.FT,₹ 46.09 L
r419798,365 SQ.FT,₹ 47.23 L
r419798,384 SQ.FT,Price on Request
r419798,402 SQ.FT,Price on Request
r419798,426 SQ.FT,Price on Request
r419798,436 SQ.FT,Price on Request
r419798,508 SQ.FT,₹ 63.0 L
r419798,534 SQ.FT,Price on Request
r419798,579 SQ.FT,Price on Request
r419798,580 SQ.FT,Price on Request
r413358,1333 SQ.FT,₹ 1.03 Cr
r413358,1509 SQ.FT,₹ 1.16 Cr
r413358,1837 SQ.FT,₹ 1.41 Cr
r413358,1839 SQ.FT,₹ 1.42 Cr
r413358,2309 SQ.FT,₹ 1.78 Cr
r413358,2339 SQ.FT,₹ 1.8 Cr
r389274,823 SQ.FT,₹ 54.5 L
r389274,957 SQ.FT,₹ 62.0 L
r389274,968 SQ.FT,₹ 62.55 L
r389274,980 SQ.FT,₹ 63.2 L
r389274,1013 SQ.FT,₹ 65.0 L
r389274,1027 SQ.FT,₹ 65.8 L
r389274,1033 SQ.FT,₹ 66.0 L
r389274,1154 SQ.FT,₹ 72.79 L
r421892,1370 SQ.FT,"₹ 33.92 L
i"
r421892,1615 SQ.FT,"₹ 40.0 L
i"
r421892,1663 SQ.FT,"₹ 41.19 L
i"
r421892,1806 SQ.FT,"₹ 44.73 L
i"
r421892,1870 SQ.FT,"₹ 46.32 L
i"
r421892,1875 SQ.FT,"₹ 46.44 L
i"
r421892,1917 SQ.FT,"₹ 47.48 L
i"
r421892,1938 SQ.FT,"₹ 48.0 L
i"
r421892,1948 SQ.FT,"₹ 48.25 L
i"
r421892,2152 SQ.FT,"₹ 53.28 L
i"
r421892,2267 SQ.FT,"₹ 56.15 L
i"
r421892,2328 SQ.FT,"₹ 57.66 L
i"
r421892,2341 SQ.FT,"₹ 57.98 L
i"
r421892,2379 SQ.FT,"₹ 58.92 L
i"
r421892,2519 SQ.FT,"₹ 62.39 L
i"
r421892,2541 SQ.FT,"₹ 62.93 L
i"
r421892,2563 SQ.FT,"₹ 63.48 L
i"
r421892,5587 SQ.FT,"₹ 1.38 Cr
i"
r421892,6340 SQ.FT,"₹ 1.57 Cr
i"
r421892,6374 SQ.FT,"₹ 1.58 Cr
i"
r421892,6430 SQ.FT,"₹ 1.59 Cr
i"
r421892,6698 SQ.FT,"₹ 1.66 Cr
i"
r420288,1195 SQ.FT,₹ 53.78 L
r420288,1593 SQ.FT,₹ 71.69 L
r420288,1610 SQ.FT,₹ 72.45 L
r54,620 SQ.FT,₹ 49.76 L
r54,615 SQ.FT,₹ 52.08 L
r54,618 SQ.FT,₹ 52.34 L
r54,621 SQ.FT,₹ 52.59 L
r54,624 SQ.FT,₹ 52.85 L
r54,611 SQ.FT,₹ 55.0 L
r54,1243 SQ.FT,₹ 79.55 L
r54,1255 SQ.FT,₹ 80.32 L
r54,902 SQ.FT,₹ 86.0 L
r54,915 SQ.FT,₹ 87.24 L
r54,1254 SQ.FT,₹ 1.06 Cr
r54,1922 SQ.FT,₹ 99.0 L
r54,1944 SQ.FT,₹ 1.0 Cr
r54,1169 SQ.FT,₹ 1.11 Cr
r54,1204 SQ.FT,₹ 1.14 Cr
r54,1438 SQ.FT,₹ 1.23 Cr
r54,1490 SQ.FT,₹ 1.27 Cr
r54,1929 SQ.FT,₹ 1.63 Cr
r54,1943 SQ.FT,₹ 1.65 Cr
r54,2162 SQ.FT,₹ 1.83 Cr
r54,2691 SQ.FT,₹ 1.39 Cr
r54,2710 SQ.FT,₹ 1.4 Cr
r54,2712 SQ.FT,₹ 1.4 Cr
r54,2693 SQ.FT,₹ 2.28 Cr
r392369,619 SQ.FT,₹ 64.77 L
r392369,625 SQ.FT,₹ 65.4 L
r392369,643 SQ.FT,₹ 67.28 L
r392369,646 SQ.FT,₹ 67.6 L
r392369,780 SQ.FT,₹ 81.62 L
r392369,875 SQ.FT,₹ 91.56 L
r392369,880 SQ.FT,₹ 92.08 L
r392369,1099 SQ.FT,₹ 1.15 Cr
r392369,1100 SQ.FT,₹ 1.15 Cr
r392369,1103 SQ.FT,₹ 1.15 Cr
r392369,1104 SQ.FT,₹ 1.16 Cr
r392369,1105 SQ.FT,₹ 1.16 Cr
r392369,1175 SQ.FT,₹ 1.23 Cr
r392369,1210 SQ.FT,₹ 1.27 Cr
r392369,1239 SQ.FT,₹ 1.3 Cr
r392369,1390 SQ.FT,₹ 1.45 Cr
r392369,1422 SQ.FT,₹ 1.49 Cr
r425507,1151 SQ.FT,₹ 71.36 L
r425507,1217 SQ.FT,₹ 75.45 L
r425507,1223 SQ.FT,₹ 75.83 L
r425507,1225 SQ.FT,₹ 75.95 L
r425507,1233 SQ.FT,₹ 76.45 L
r425507,1222 SQ.FT,₹ 78.21 L
r425507,1254 SQ.FT,₹ 80.26 L
r425507,1380 SQ.FT,₹ 85.5 L
r425507,1393 SQ.FT,₹ 86.31 L
r425507,1472 SQ.FT,₹ 91.26 L
r425507,1478 SQ.FT,₹ 91.58 L
r425507,1499 SQ.FT,₹ 92.88 L
r425507,1507 SQ.FT,₹ 93.37 L
r425507,1525 SQ.FT,₹ 94.49 L
r425507,1562 SQ.FT,₹ 96.78 L
r425507,1596 SQ.FT,₹ 98.89 L
r425507,1604 SQ.FT,₹ 99.38 L
r425507,1639 SQ.FT,₹ 1.02 Cr
r425507,1635 SQ.FT,₹ 1.04 Cr
r425507,1691 SQ.FT,₹ 1.05 Cr
r425507,1752 SQ.FT,₹ 1.09 Cr
r425507,1820 SQ.FT,₹ 1.13 Cr
r425507,1858 SQ.FT,₹ 1.15 Cr
r425507,1823 SQ.FT,₹ 1.16 Cr
r428945,2956 SQ.FT,₹ 2.33 Cr
r428945,3182 SQ.FT,₹ 2.51 Cr
r428945,3390 SQ.FT,₹ 2.67 Cr
r404772,1340 SQ.FT,Price on Request
r404772,1351 SQ.FT,Price on Request
r404772,1455 SQ.FT,Price on Request
r404772,2098 SQ.FT,Price on Request
r404772,2129 SQ.FT,₹ 4.0 Cr
r404772,2327 SQ.FT,Price on Request
r404772,2671 SQ.FT,Price on Request
r404772,4150 SQ.FT,Price on Request
r385704,2040 SQ.FT,Price on Request
r385704,2043 SQ.FT,Price on Request
r385704,2080 SQ.FT,₹ 1.77 Cr
r385704,2350 SQ.FT,₹ 2.0 Cr
r385704,2370 SQ.FT,₹ 2.01 Cr
r385704,2420 SQ.FT,Price on Request
r385704,2660 SQ.FT,₹ 2.26 Cr
r385704,4030 SQ.FT,Price on Request
r385704,4070 SQ.FT,₹ 3.46 Cr
r407088,1060 SQ.FT,₹ 62.0 L
r407088,1135 SQ.FT,₹ 95.0 L
r407088,1540 SQ.FT,₹ 1.16 Cr
r407088,1635 SQ.FT,₹ 1.45 Cr
r407088,2200 SQ.FT,₹ 1.71 Cr
r407088,2270 SQ.FT,₹ 2.0 Cr
r407088,3835 SQ.FT,₹ 3.16 Cr
r407088,4050 SQ.FT,₹ 3.42 Cr
r407088,3390 SQ.FT,₹ 2.85 Cr
r407088,3960 SQ.FT,₹ 3.39 Cr
r407088,5210 SQ.FT,₹ 4.4 Cr
r407088,5345 SQ.FT,₹ 4.69 Cr
r435903,960 SQ.FT,₹ 96 L
r435903,968 SQ.FT,Price on Request
r435903,969 SQ.FT,Price on Request
r435903,970 SQ.FT,Price on Request
r435903,978 SQ.FT,Price on Request
r435903,982 SQ.FT,Price on Request
r435903,988 SQ.FT,Price on Request
r435903,991 SQ.FT,Price on Request
r435903,992 SQ.FT,Price on Request
r435903,993 SQ.FT,Price on Request
r435903,1001 SQ.FT,Price on Request
r435903,1020 SQ.FT,₹ 1.1 Cr
r435903,1070 SQ.FT,₹ 1.09 Cr
r435903,1109 SQ.FT,Price on Request
r435903,1113 SQ.FT,Price on Request
r435903,1184 SQ.FT,Price on Request
r435903,1188 SQ.FT,Price on Request
r435903,1193 SQ.FT,Price on Request
r435903,1195 SQ.FT,Price on Request
r435903,1204 SQ.FT,Price on Request
r435903,1221 SQ.FT,Price on Request
r435903,1223 SQ.FT,Price on Request
r435903,1230 SQ.FT,Price on Request
r435903,1232 SQ.FT,Price on Request
r435903,1235 SQ.FT,Price on Request
r435903,1250 SQ.FT,Price on Request
r435903,1251 SQ.FT,Price on Request
r435903,1258 SQ.FT,Price on Request
r435903,1259 SQ.FT,Price on Request
r435903,1263 SQ.FT,Price on Request
r435903,1270 SQ.FT,₹ 1.35 Cr
r435903,1276 SQ.FT,Price on Request
r435903,1400 SQ.FT,₹ 1.43 Cr
r435903,1406 SQ.FT,Price on Request
r435903,1425 SQ.FT,Price on Request
r435903,1426 SQ.FT,Price on Request
r435903,1458 SQ.FT,Price on Request
r435903,1547 SQ.FT,Price on Request
r435903,1552 SQ.FT,Price on Request
r435903,1570 SQ.FT,₹ 1.67 Cr
r435903,1577 SQ.FT,Price on Request
r262382,1403 SQ.FT,₹ 63.14 L
r262382,1390 SQ.FT,Price on Request
r262382,1418 SQ.FT,Price on Request
r262382,1423 SQ.FT,Price on Request
r262382,1442 SQ.FT,Price on Request
r262382,1523 SQ.FT,Price on Request
r262382,1626 SQ.FT,Price on Request
r262382,1723 SQ.FT,₹ 77.54 L
r314527,655 SQ.FT,Price on Request
r314527,670 SQ.FT,Price on Request
r314527,890 SQ.FT,₹ 46.28 L
r314527,895 SQ.FT,₹ 46.54 L
r314527,890 SQ.FT,₹ 46.28 L
r314527,945 SQ.FT,₹ 49.14 L
r314527,955 SQ.FT,Price on Request
r314527,965 SQ.FT,₹ 50.18 L
r314527,970 SQ.FT,₹ 50.44 L
r314527,1100 SQ.FT,₹ 57.2 L
r314527,1225 SQ.FT,₹ 63.7 L
r314527,1280 SQ.FT,₹ 66.56 L
r314527,1290 SQ.FT,₹ 67.08 L
r423472,584 SQ.FT,₹ 13.43 L
r423472,691 SQ.FT,₹ 15.89 L
r423472,721 SQ.FT,₹ 16.58 L
r423472,785 SQ.FT,₹ 18.06 L
r423472,825 SQ.FT,₹ 18.98 L
r423472,839 SQ.FT,₹ 19.3 L
r423472,945 SQ.FT,₹ 21.74 L
r423472,977 SQ.FT,₹ 22.47 L
r423472,993 SQ.FT,₹ 22.84 L
r423472,997 SQ.FT,₹ 22.93 L
r423472,1025 SQ.FT,₹ 23.58 L
r423472,1037 SQ.FT,₹ 23.85 L
r423472,1044 SQ.FT,₹ 24.01 L
r423472,1061 SQ.FT,₹ 24.4 L
r423472,1068 SQ.FT,₹ 24.56 L
r423472,1182 SQ.FT,₹ 27.19 L
r423472,1237 SQ.FT,₹ 28.45 L
r423472,1270 SQ.FT,₹ 29.21 L
r423472,1336 SQ.FT,₹ 30.73 L
r423472,1406 SQ.FT,₹ 32.34 L
r418262,149.78 SQ.YD,₹ 19.46 L
r418262,170 SQ.YD,₹ 22.09 L
r418262,180 SQ.YD,₹ 23.39 L
r418262,194 SQ.YD,₹ 25.21 L
r418262,208 SQ.YD,₹ 27.03 L
r418262,240 SQ.YD,₹ 31.19 L
r418262,244 SQ.YD,₹ 31.71 L
r418262,250 SQ.YD,₹ 32.49 L
r418262,267 SQ.YD,₹ 34.7 L
r418262,283 SQ.YD,₹ 36.78 L
r418262,303 SQ.YD,₹ 39.38 L
r418262,330 SQ.YD,₹ 42.89 L
r418262,334 SQ.YD,₹ 43.41 L
r418262,350 SQ.YD,₹ 45.49 L
r418262,360 SQ.YD,₹ 46.79 L
r418262,375 SQ.YD,₹ 48.74 L
r418262,491 SQ.YD,₹ 63.81 L
r418262,567 SQ.YD,₹ 73.69 L
r418262,600 SQ.YD,₹ 77.98 L
r418262,683 SQ.YD,₹ 88.76 L
r425898,1766 SQ.FT,₹ 4.59 Cr
r425898,1983 SQ.FT,₹ 5.16 Cr
r425898,2126 SQ.FT,₹ 5.53 Cr
r425898,2127 SQ.FT,₹ 5.53 Cr
r425898,2152 SQ.FT,₹ 5.6 Cr
r425898,2392 SQ.FT,₹ 6.22 Cr
r425898,2540 SQ.FT,₹ 6.6 Cr
r378897,1670 SQ.FT,₹ 1.89 Cr
r378897,1679 SQ.FT,Price on Request
r378897,2010 SQ.FT,₹ 2.25 Cr
r378897,2270 SQ.FT,₹ 2.5 Cr
r378897,2880 SQ.FT,₹ 3.91 Cr
r378897,3000 SQ.FT,₹ 4.08 Cr
r4398,5600 SQ.FT,₹ 7.02 Cr
r425850,246 SQ.YD,"₹ 71.36 L
i"
r425850,262 SQ.YD,"₹ 76.0 L
i"
r425850,388 SQ.YD,"₹ 1.1 Cr
i"
r425850,405 SQ.YD,"₹ 1.15 Cr
i"
r428620,1468 SQ.FT,Price on Request
r428620,1469 SQ.FT,Price on Request
r428620,1700 SQ.FT,Price on Request
r275677,2185 SQ.FT,₹ 2.08 Cr
r275677,2204 SQ.FT,₹ 2.1 Cr
r275677,2641 SQ.FT,Price on Request
r275677,2649 SQ.FT,Price on Request
r275677,2668 SQ.FT,₹ 2.54 Cr
r275677,2675 SQ.FT,Price on Request
r275677,2683 SQ.FT,Price on Request
r275677,2757 SQ.FT,Price on Request
r275677,2866 SQ.FT,Price on Request
r275677,2725 SQ.FT,Price on Request
r275677,3073 SQ.FT,Price on Request
r275677,3302 SQ.FT,₹ 3.14 Cr
r275677,4408 SQ.FT,₹ 4.2 Cr
r275677,4413 SQ.FT,₹ 4.2 Cr
r398549,1695 SQ.FT,"₹ 1.05 Cr
i"
r398549,2095 SQ.FT,"₹ 1.29 Cr
i"
r428300,1833 SQ.FT,₹ 2.2 Cr
r428300,1864 SQ.FT,₹ 2.24 Cr
r428300,2105 SQ.FT,₹ 2.53 Cr
r428300,2115 SQ.FT,₹ 2.54 Cr
r428300,2231 SQ.FT,₹ 2.68 Cr
r428300,2800 SQ.FT,Price on Request
r434888,490 SQ.FT,Price on Request
r434888,522 SQ.FT,Price on Request
r434888,524 SQ.FT,Price on Request
r434888,740 SQ.FT,Price on Request
r434888,742 SQ.FT,Price on Request
r434888,751 SQ.FT,Price on Request
r434888,734 SQ.FT,Price on Request
r434888,736 SQ.FT,Price on Request
r434888,740 SQ.FT,Price on Request
r434888,742 SQ.FT,Price on Request
r434888,751 SQ.FT,Price on Request
r434888,878 SQ.FT,Price on Request
r434888,1029 SQ.FT,Price on Request
r434888,1032 SQ.FT,Price on Request
r434888,1029 SQ.FT,Price on Request
r434888,1032 SQ.FT,Price on Request
r265243,885 SQ.FT,₹ 6.71 Cr
r265243,905 SQ.FT,₹ 6.86 Cr
r265243,1087 SQ.FT,₹ 8.24 Cr
r265243,1106 SQ.FT,₹ 8.39 Cr
r265243,1466 SQ.FT,₹ 11.12 Cr
r268533,524 SQ.FT,Price on Request
r268533,702 SQ.FT,₹ 35.98 L
r268533,839 SQ.FT,₹ 43.0 L
r268533,992 SQ.FT,₹ 50.84 L
r425801,667 SQ.FT,Price on Request
r425801,873 SQ.FT,Price on Request
r425801,946 SQ.FT,Price on Request
r386092,1040 SQ.FT,Price on Request
r386092,1070 SQ.FT,Price on Request
r386092,1080 SQ.FT,Price on Request
r386092,1300 SQ.FT,₹ 4.39 Cr
r386092,1400 SQ.FT,₹ 4.73 Cr
r386092,1430 SQ.FT,₹ 4.83 Cr
r386092,1560 SQ.FT,₹ 5.27 Cr
r386092,1770 SQ.FT,₹ 5.98 Cr
r273879,1020 SQ.FT,₹ 91.8 L
r273879,1160 SQ.FT,₹ 1.1 Cr
r273879,1270 SQ.FT,₹ 1.21 Cr
r413714,1433 SQ.FT,₹ 2.51 Cr
r413714,1570 SQ.FT,₹ 2.75 Cr
r413714,1867 SQ.FT,₹ 3.27 Cr
r413714,1770 SQ.FT,₹ 3.1 Cr
r413714,1774 SQ.FT,₹ 3.1 Cr
r413714,1823 SQ.FT,₹ 3.19 Cr
r413714,1867 SQ.FT,₹ 3.27 Cr
r413714,1871 SQ.FT,₹ 3.27 Cr
r413714,2029 SQ.FT,₹ 3.55 Cr
r413714,2089 SQ.FT,₹ 3.66 Cr
r413714,2240 SQ.FT,₹ 3.92 Cr
r74427,572 SQ.FT,₹ 1.6 Cr
r74427,618 SQ.FT,₹ 1.73 Cr
r74427,623 SQ.FT,₹ 1.74 Cr
r74427,627 SQ.FT,₹ 1.75 Cr
r74427,628 SQ.FT,₹ 1.76 Cr
r74427,628 SQ.FT,₹ 1.76 Cr
r74427,629 SQ.FT,₹ 1.76 Cr
r74427,646 SQ.FT,₹ 1.81 Cr
r74427,670 SQ.FT,₹ 1.87 Cr
r74427,672 SQ.FT,₹ 1.88 Cr
r74427,680 SQ.FT,₹ 1.9 Cr
r74427,680 SQ.FT,₹ 1.9 Cr
r74427,680 SQ.FT,₹ 1.9 Cr
r74427,726 SQ.FT,₹ 2.03 Cr
r74427,829 SQ.FT,₹ 2.32 Cr
r74427,750 SQ.FT,₹ 2.1 Cr
r74427,753 SQ.FT,₹ 2.11 Cr
r74427,753 SQ.FT,₹ 2.11 Cr
r74427,757 SQ.FT,₹ 2.12 Cr
r74427,771 SQ.FT,₹ 2.16 Cr
r74427,893 SQ.FT,₹ 2.5 Cr
r74427,975 SQ.FT,₹ 2.73 Cr
r74427,975 SQ.FT,₹ 2.73 Cr
r74427,980 SQ.FT,₹ 2.74 Cr
r74427,982 SQ.FT,₹ 2.75 Cr
r74427,982 SQ.FT,₹ 2.75 Cr
r74427,986 SQ.FT,₹ 2.76 Cr
r74427,988 SQ.FT,₹ 2.76 Cr
r74427,993 SQ.FT,₹ 2.78 Cr
r74427,996 SQ.FT,₹ 2.79 Cr
r414839,1331 SQ.FT,₹ 86.52 L
r414839,1336 SQ.FT,₹ 86.84 L
r414839,1530 SQ.FT,₹ 99.45 L
r414839,1669 SQ.FT,₹ 1.08 Cr
r414839,1673 SQ.FT,₹ 1.09 Cr
r414839,1749 SQ.FT,₹ 1.14 Cr
r414839,1831 SQ.FT,₹ 1.19 Cr
r414839,1891 SQ.FT,₹ 1.23 Cr
r414839,1909 SQ.FT,₹ 1.24 Cr
r414839,2509 SQ.FT,₹ 1.63 Cr
r334015,2095 SQ.FT,₹ 4.82 Cr
r334015,2295 SQ.FT,₹ 5.28 Cr
r334015,2595 SQ.FT,₹ 5.97 Cr
r334015,3395 SQ.FT,₹ 8.49 Cr
r306221,2446 SQ.FT,"₹ 2.17 Cr
i"
r306221,2444 SQ.FT,"₹ 2.21 Cr
i"
r306221,2840 SQ.FT,"₹ 2.56 Cr
i"
r306221,3227 SQ.FT,"₹ 2.84 Cr
i"
r306221,3328 SQ.FT,"₹ 2.93 Cr
i"
r306221,3261 SQ.FT,"₹ 2.94 Cr
i"
r306221,3835 SQ.FT,"₹ 3.37 Cr
i"
r306221,3853 SQ.FT,"₹ 3.46 Cr
i"
r125349,1457 SQ.FT,Price on Request
r125349,1547 SQ.FT,Price on Request
r125349,1572 SQ.FT,Price on Request
r125349,1587 SQ.FT,Price on Request
r125349,1600 SQ.FT,Price on Request
r125349,1620 SQ.FT,Price on Request
