XID,Project Name,Unit Type,Area,Price
R353123,MICL Aaradhya One Earth,2 BHK 715 Sq. Ft. Apartment,715 Sq. Ft.,Rs 2.40 Cr
R353123,MICL Aaradhya One Earth,2 BHK 808 Sq. Ft. Apartment,808 Sq. Ft.,Rs 2.71 Cr
R353123,MICL Aaradhya One Earth,3 BHK 1056 Sq. Ft. Apartment,1056 Sq. Ft.,Rs 3.50 Cr
R353123,MICL Aaradhya One Earth,3 BHK 1218 Sq. Ft. Apartment,1218 Sq. Ft.,Rs 4.04 Cr
R353123,MICL Aaradhya One Earth,4 BHK 1483 Sq. Ft. Apartment,1483 Sq. Ft.,Rs 4.95 Cr
R46954,Sacred Heart Town,2 BHK 988 Sq. Ft. Apartment,988 Sq. Ft.,Rs 86.81 L
R46954,Sacred Heart Town,3 BHK 1600 Sq. Ft. Apartment,1600 Sq. Ft.,Rs 1.40 Cr
R417246,Amanora Metro Tower,1 BHK 320 Sq. Ft. Apartment,320 Sq. Ft.,Price on Request
R417246,Amanora Metro Tower,1 BHK 372 Sq. Ft. Apartment,372 Sq. Ft.,Price on Request
R302551,Sethia Imperial Avenue,1 BHK 308 Sq. Ft. Apartment,308 Sq. Ft.,Rs 78.11 L
R302551,Sethia Imperial Avenue,1 BHK 330 Sq. Ft. Apartment,330 Sq. Ft.,Rs 83.69 L
R302551,Sethia Imperial Avenue,1 BHK 365 Sq. Ft. Apartment,365 Sq. Ft.,Rs 92.56 L
R302551,Sethia Imperial Avenue,1 BHK 328 Sq. Ft. Apartment,328 Sq. Ft.,Rs 83.18 L
R302551,Sethia Imperial Avenue,2 BHK 568 Sq. Ft. Apartment,568 Sq. Ft.,Rs 1.44 Cr
R407635,Origin Amogha,2 BHK 1255 Sq. Ft. Apartment,1255 Sq. Ft.,Rs 79.06 Lac
R407635,Origin Amogha,2 BHK 1295 Sq. Ft. Apartment,1295 Sq. Ft.,Rs 81.58 Lac
R407635,Origin Amogha,3 BHK 1780 Sq. Ft. Apartment,1780 Sq. Ft.,Rs 1.12 Cr
R407635,Origin Amogha,3 BHK 2135 Sq. Ft. Apartment,2135 Sq. Ft.,Rs 1.35 Cr
R47216,Magnolia Signature,3 BHK 1160 Sq. Ft. Apartment,1160 Sq. Ft.,Price on Request
R47216,Magnolia Signature,3 BHK 1214 Sq. Ft. Apartment,1214 Sq. Ft.,Price on Request
R190973,Gillco Parkhills,3 BHK 1420 Sq. Ft. Apartment,-,Rs 52.80 Lac
R190973,Gillco Parkhills,3 BHK 1655 Sq. Ft. Apartment,-,Rs 61.53 Lac
R190973,Gillco Parkhills,4 BHK 2350 Sq. Ft. Apartment,-,Rs 87.37 Lac
R343747,Suncity Avenue 76,2 BHK 682 Sq. Ft. Apartment,582 Sq. Ft.,Rs 62.16 Lac
R343747,Suncity Avenue 76,2 BHK 735 Sq. Ft. Apartment,635 Sq. Ft.,Rs 66.99 Lac
R300381,Aparna Sarovar Zenith,2 BHK 1275 Sq. Ft. Apartment,1275 Sq. Ft.,Rs 1.07 Cr
R300381,Aparna Sarovar Zenith,2 BHK 1375 Sq. Ft. Apartment,1375 Sq. Ft.,Rs 1.15 Cr
R300381,Aparna Sarovar Zenith,3 BHK 1505 Sq. Ft. Apartment,1505 Sq. Ft.,Rs 1.26 Cr
R300381,Aparna Sarovar Zenith,3 BHK 1955 Sq. Ft. Apartment,1955 Sq. Ft.,Rs 1.64 Cr
R300381,Aparna Sarovar Zenith,4 BHK 2780 Sq. Ft. Apartment,2780 Sq. Ft.,Rs 2.33 Cr
R28996,The Address Maker The Gran Carmen Address,3 BHK 2900 Sq. Ft. Villa,2900 Sq. Ft.,Rs 4.35 Cr
R28996,The Address Maker The Gran Carmen Address,3 BHK 3990 Sq. Ft. Villa,3990 Sq. Ft.,Rs 5.99 Cr
R28996,The Address Maker The Gran Carmen Address,4 BHK 3630 Sq. Ft. Villa,3630 Sq. Ft.,Rs 5.45 Cr
R28996,The Address Maker The Gran Carmen Address,4 BHK 5000 Sq. Ft. Villa,5000 Sq. Ft.,Rs 7.50 Cr
R28996,The Address Maker The Gran Carmen Address,5 BHK 5530 Sq. Ft. Villa,5530 Sq. Ft.,Rs 8.29 Cr
R398605,Motia Aerogreens,3 BHK 1224 Sq. Ft. Apartment,1224 Sq. Ft.,Price on Request
R398605,Motia Aerogreens,3 BHK 1449 Sq. Ft. Apartment,1449 Sq. Ft.,Price on Request
R70252,Forum Atmosphere,5 BHK 6000 Sq. Ft. Apartment,6000 Sq. Ft.,Rs 10.80 Cr
R70252,Forum Atmosphere,5 BHK 8750 Sq. Ft. Apartment,8750 Sq. Ft.,Rs 15.75 Cr
R379,Ekta Meadows,1 BHK 610 Sq. Ft. Apartment,610 Sq. Ft.,Rs 1.24 Cr
R379,Ekta Meadows,2 BHK 940 Sq. Ft. Apartment,940 Sq. Ft.,Rs 1.91 Cr
R379,Ekta Meadows,2 BHK 980 Sq. Ft. Apartment,980 Sq. Ft.,Rs 1.99 Cr
R770,Gardenia Golf City,2 BHK 1150 Sq. Ft. Apartment,1065 Sq. Ft.,Rs 1.08 Cr
R770,Gardenia Golf City,3 BHK 1550 Sq. Ft. Apartment,1415 Sq. Ft.,Rs 1.45 Cr
R770,Gardenia Golf City,3 BHK 1750 Sq. Ft. Apartment,1545 Sq. Ft.,Rs 1.63 Cr
R770,Gardenia Golf City,4 BHK 2250 Sq. Ft. Apartment,1895 Sq. Ft.,Rs 2.09 Cr
R334105,Bollineni Astra,2 BHK 1245 Sq. Ft. Apartment,1245 Sq. Ft.,Price on Request
R334105,Bollineni Astra,3 BHK 1525 Sq. Ft. Apartment,1525 Sq. Ft.,Price on Request
R334105,Bollineni Astra,3 BHK 1780 Sq. Ft. Apartment,1780 Sq. Ft.,Price on Request
R334105,Bollineni Astra,4 BHK 2490 Sq. Ft. Apartment,2490 Sq. Ft.,Price on Request
R327689,Raj Atlantis II,2 BHK 1050 Sq. Ft. Apartment,1050 Sq. Ft.,Price on Request
R12780,Lodha Mahalaxmi Bellevue,3 BHK 1162 Sq. Ft. Apartment,1162 Sq. Ft.,Rs 6.05 Cr
R12780,Lodha Mahalaxmi Bellevue,3 BHK 1206 Sq. Ft. Apartment,1206 Sq. Ft.,Rs 6.33 Cr
R12780,Lodha Mahalaxmi Bellevue,4 BHK 1641 Sq. Ft. Apartment,1641 Sq. Ft.,Rs 8.57 Cr
R12780,Lodha Mahalaxmi Bellevue,4 BHK 1797 Sq. Ft. Apartment,1797 Sq. Ft.,Rs 9.30 Cr
R12780,Lodha Mahalaxmi Bellevue,435 Sq. Ft. Office Space,435 Sq. Ft.,Price on Request
R12780,Lodha Mahalaxmi Bellevue,692 Sq. Ft. Retail Shop,692 Sq. Ft.,Price on Request
R261582,Incor One City,2 BHK 1216 Sq. Ft. Apartment,1216 Sq. Ft.,Rs 1.07 Cr
R261582,Incor One City,2 BHK 1592 Sq. Ft. Apartment,1592 Sq. Ft.,Rs 1.40 Cr
R261582,Incor One City,3 BHK 1735 Sq. Ft. Apartment,1735 Sq. Ft.,Rs 1.53 Cr
R261582,Incor One City,3 BHK 1931 Sq. Ft. Apartment,1931 Sq. Ft.,Rs 1.70 Cr
R1395,Malpani Vivanta,1 BHK 444 Sq. Ft. Apartment,444 Sq. Ft.,Rs 50.96 L
R1395,Malpani Vivanta,2 BHK 638 Sq. Ft. Apartment,638 Sq. Ft.,Rs 73.23 L
R1395,Malpani Vivanta,2 BHK 644 Sq. Ft. Apartment,644 Sq. Ft.,Rs 73.92 L
R1395,Malpani Vivanta,266 Sq. Ft. Studio,266 Sq. Ft.,Rs 30.53 L
R380094,Antariksh Avalon,1 BHK 365 Sq. Ft. Apartment,365 Sq. Ft.,Rs 1.08 Cr
R380094,Antariksh Avalon,1 BHK 482 Sq. Ft. Apartment,482 Sq. Ft.,Rs 1.42 Cr
R380094,Antariksh Avalon,2 BHK 572 Sq. Ft. Apartment,572 Sq. Ft.,Rs 1.69 Cr
R380094,Antariksh Avalon,2 BHK 791 Sq. Ft. Apartment,791 Sq. Ft.,Rs 2.34 Cr
R380094,Antariksh Avalon,3 BHK 1039 Sq. Ft. Apartment,1039 Sq. Ft.,Rs 3.07 Cr
R33394,GK Atlanta Phase I,1 BHK 451 Sq. Ft. Apartment,451 Sq. Ft.,Rs 43.74 L
R33394,GK Atlanta Phase I,2 BHK 755 Sq. Ft. Apartment,755 Sq. Ft.,Rs 73.22 L
R33394,GK Atlanta Phase I,2 BHK 747 Sq. Ft. Apartment,747 Sq. Ft.,Rs 72.45 L
R435877,Saras Icon,2 BHK 619 Sq. Ft. Apartment,619 Sq. Ft.,Rs 1.57 Cr
R435877,Saras Icon,2 BHK 673 Sq. Ft. Apartment,673 Sq. Ft.,Rs 1.70 Cr
R31024,Nyati Enclave,2 BHK 1045 Sq. Ft. Apartment,1045 Sq. Ft.,Rs 65.52 L
R31024,Nyati Enclave,3 BHK 1300 Sq. Ft. Apartment,1300 Sq. Ft.,Rs 81.51 L
R9902,Ratan Prestige,2 BHK 952 Sq. Ft. Apartment,952 Sq. Ft.,Rs 94.13 L
R9902,Ratan Prestige,2 BHK 1078 Sq. Ft. Apartment,1078 Sq. Ft.,Rs 1.06 Cr
R9902,Ratan Prestige,3 BHK 1228 Sq. Ft. Apartment,1228 Sq. Ft.,Rs 1.21 Cr
R64572,Century Sports Village,1200 Sq. Ft. Plot,1200 Sq. Ft.,Rs 53.00 Lac
R64572,Century Sports Village,2400 Sq. Ft. Plot,2400 Sq. Ft.,Rs 1.06 Cr
R64572,Century Sports Village,1500 Sq. Ft. Plot,1500 Sq. Ft.,Rs 66.25 Lac
R1056,Lodha Aurum Grande,2 BHK 1197 Sq. Ft. Apartment,1197 Sq. Ft.,Rs 2.81 Cr
R1056,Lodha Aurum Grande,2 BHK 1336 Sq. Ft. Apartment,1336 Sq. Ft.,Rs 3.13 Cr
R1056,Lodha Aurum Grande,3 BHK 1404 Sq. Ft. Apartment,1404 Sq. Ft.,Rs 3.29 Cr
R1056,Lodha Aurum Grande,3 BHK 1692 Sq. Ft. Apartment,1692 Sq. Ft.,Rs 3.97 Cr
R1056,Lodha Aurum Grande,3 BHK 2800 Sq. Ft. Apartment,2800 Sq. Ft.,Rs 6.57 Cr
R290423,Sahu City,1 BHK 324 Sq. Ft. Apartment,324 Sq. Ft.,Rs 11.49 L
R290423,Sahu City,1 BHK 356 Sq. Ft. Apartment,356 Sq. Ft.,Rs 12.63 L
R290423,Sahu City,2 BHK 648 Sq. Ft. Apartment,648 Sq. Ft.,Rs 22.99 L
R290423,Sahu City,2 BHK 663 Sq. Ft. Apartment,663 Sq. Ft.,Rs 23.52 L
R290423,Sahu City,3 BHK 867 Sq. Ft. Apartment,867 Sq. Ft.,Rs 30.76 L
R290423,Sahu City,3 BHK 980 Sq. Ft. Apartment,980 Sq. Ft.,Rs 34.77 L
R290423,Sahu City,81 Sq. Ft. Retail Shop,81 Sq. Ft.,Rs 2.87 L
R290423,Sahu City,1588 Sq. Ft. Retail Shop,1588 Sq. Ft.,Rs 56.34 L
R27774,Goel Ganga Orchard,2 BHK 1049 Sq. Ft. Apartment,1049 Sq. Ft.,Rs 86.02 Lac
R27774,Goel Ganga Orchard,2 BHK 1789 Sq. Ft. Apartment,1789 Sq. Ft.,Rs 1.47 Cr
R27774,Goel Ganga Orchard,3 BHK 1505 Sq. Ft. Apartment,1505 Sq. Ft.,Rs 1.23 Cr
R27774,Goel Ganga Orchard,3 BHK 2039 Sq. Ft. Apartment,2039 Sq. Ft.,Rs 1.67 Cr
R43768,Sumit Greendale,2 BHK 830 Sq. Ft. Apartment,830 Sq. Ft.,Rs 65.47 L
R347361,Romell Orbis,1 BHK 426 Sq. Ft. Apartment,426 Sq. Ft.,Rs 1.06 Cr
R347361,Romell Orbis,2 BHK 620 Sq. Ft. Apartment,620 Sq. Ft.,Rs 1.54 Cr
R347361,Romell Orbis,3 BHK 858 Sq. Ft. Apartment,858 Sq. Ft.,Rs 2.13 Cr
R246361,Vitthal Bhuvi 2,1 BHK 403 Sq. Ft. Apartment,403 Sq. Ft.,Rs 42.95 L
R246361,Vitthal Bhuvi 2,1 BHK 475 Sq. Ft. Apartment,475 Sq. Ft.,Rs 50.62 L
R246361,Vitthal Bhuvi 2,2 BHK 532 Sq. Ft. Apartment,532 Sq. Ft.,Rs 56.70 L
R12318,Aditya Mega City,2 BHK 1225 Sq. Ft. Apartment,809 Sq. Ft.,Price on Request
R12318,Aditya Mega City,3 BHK 1895 Sq. Ft. Apartment,986 Sq. Ft.,Price on Request
R12318,Aditya Mega City,4 BHK 3350 Sq. Ft. Penthouse,1512 Sq. Ft.,Price on Request
R338375,Rohan Silver Gracia,1 BHK 383 Sq. Ft. Apartment,383 Sq. Ft.,Rs 42.12 L
R338375,Rohan Silver Gracia,1 BHK 515 Sq. Ft. Apartment,515 Sq. Ft.,Rs 56.64 L
R338375,Rohan Silver Gracia,2 BHK 527 Sq. Ft. Apartment,527 Sq. Ft.,Rs 57.96 L
R338375,Rohan Silver Gracia,2 BHK 677 Sq. Ft. Apartment,677 Sq. Ft.,Rs 74.46 L
R338375,Rohan Silver Gracia,3 BHK 704 Sq. Ft. Apartment,704 Sq. Ft.,Rs 77.43 L
R338375,Rohan Silver Gracia,3 BHK 724 Sq. Ft. Apartment,724 Sq. Ft.,Rs 79.63 L
R123171,Lodha Palava Codename Epic,1 BHK 702 Sq. Ft. Apartment,702 Sq. Ft.,Rs 42.12 Lac
R123171,Lodha Palava Codename Epic,1 BHK 810 Sq. Ft. Apartment,810 Sq. Ft.,Rs 48.60 Lac
R123171,Lodha Palava Codename Epic,2 BHK 900 Sq. Ft. Apartment,900 Sq. Ft.,Rs 54.00 Lac
R123171,Lodha Palava Codename Epic,2 BHK 1143 Sq. Ft. Apartment,1143 Sq. Ft.,Rs 68.58 Lac
R123171,Lodha Palava Codename Epic,3 BHK 1305 Sq. Ft. Apartment,1305 Sq. Ft.,Rs 78.30 Lac
R302479,Guru Punvaanii EKA,1500 Sq. Ft. Plot,1500 Sq. Ft.,Rs 34.50 Lac
R302479,Guru Punvaanii EKA,2400 Sq. Ft. Plot,2400 Sq. Ft.,Rs 55.20 Lac
R40080,Kanakia Rainforest,1 BHK 445 Sq. Ft. Apartment,445 Sq. Ft.,Rs 1.10 Cr
R40080,Kanakia Rainforest,2 BHK 618 Sq. Ft. Apartment,618 Sq. Ft.,Rs 1.53 Cr
R40080,Kanakia Rainforest,2 BHK 698 Sq. Ft. Apartment,698 Sq. Ft.,Rs 1.73 Cr
R40080,Kanakia Rainforest,3 BHK 913 Sq. Ft. Apartment,913 Sq. Ft.,Rs 2.27 Cr
R40080,Kanakia Rainforest,4 BHK 1233 Sq. Ft. Apartment,1233 Sq. Ft.,Rs 3.06 Cr
R420,Arihant Arham,2 BHK 875 Sq. Ft. Apartment,875 Sq. Ft.,Rs 77.95 L
R8150,JP Decks,2 BHK 845 Sq. Ft. Apartment,845 Sq. Ft.,Rs 1.85 Cr
R8150,JP Decks,3 BHK 1850 Sq. Ft. Apartment,1850 Sq. Ft.,Rs 4.07 Cr
R420048,Goyal Riviera Palacio,4 BHK 3333 Sq. Ft. Apartment,3333 Sq. Ft.,Price on Request
R420048,Goyal Riviera Palacio,5 BHK 4019 Sq. Ft. Apartment,4019 Sq. Ft.,Price on Request
R420048,Goyal Riviera Palacio,7 BHK 6223 Sq. Ft. Apartment,6223 Sq. Ft.,Price on Request
R331671,Godrej Nurture Pune,2 BHK 834 Sq. Ft. Apartment,834 Sq. Ft.,Rs 79.41 L
R331671,Godrej Nurture Pune,2 BHK 695 Sq. Ft. Apartment,695 Sq. Ft.,Rs 66.17 L
R331671,Godrej Nurture Pune,2 BHK 825 Sq. Ft. Apartment,825 Sq. Ft.,Rs 78.55 L
R331671,Godrej Nurture Pune,3 BHK 1100 Sq. Ft. Apartment,1100 Sq. Ft.,Rs 1.04 Cr
R245425,Rishabh Cloud 9,2 BHK 887 Sq. Ft. Apartment,887 Sq. Ft.,Rs 55.85 Lac
R245425,Rishabh Cloud 9,2 BHK 957 Sq. Ft. Apartment,957 Sq. Ft.,Rs 60.25 Lac
R245425,Rishabh Cloud 9,2 BHK 1050 Sq. Ft. Apartment,1050 Sq. Ft.,Rs 66.11 Lac
R245425,Rishabh Cloud 9,2 BHK 1080 Sq. Ft. Apartment,1080 Sq. Ft.,Rs 68.00 Lac
R245425,Rishabh Cloud 9,2 BHK 1137 Sq. Ft. Apartment,1137 Sq. Ft.,Rs 71.59 Lac
R245425,Rishabh Cloud 9,3 BHK 1186 Sq. Ft. Apartment,1186 Sq. Ft.,Rs 74.67 Lac
R245425,Rishabh Cloud 9,3 BHK 1476 Sq. Ft. Apartment,1476 Sq. Ft.,Rs 92.93 Lac
R245425,Rishabh Cloud 9,3 BHK 1570 Sq. Ft. Apartment,1570 Sq. Ft.,Rs 98.85 Lac
R28922,Parsvnath Green Ville,2 BHK 1495 Sq. Ft. Apartment,1495 Sq. Ft.,Rs 91.19 Lac
R28922,Parsvnath Green Ville,2 BHK 1785 Sq. Ft. Apartment,1785 Sq. Ft.,Rs 1.09 Cr
R28922,Parsvnath Green Ville,3 BHK 1945 Sq. Ft. Apartment,1945 Sq. Ft.,Rs 1.19 Cr
R28922,Parsvnath Green Ville,3 BHK 2020 Sq. Ft. Apartment,2020 Sq. Ft.,Rs 1.23 Cr
R28922,Parsvnath Green Ville,3 BHK 2055 Sq. Ft. Apartment,2055 Sq. Ft.,Rs 1.25 Cr
R28922,Parsvnath Green Ville,3 BHK 2065 Sq. Ft. Apartment,2065 Sq. Ft.,Rs 1.26 Cr
R28922,Parsvnath Green Ville,3 BHK 2070 Sq. Ft. Apartment,2070 Sq. Ft.,Rs 1.26 Cr
R28922,Parsvnath Green Ville,3 BHK 2080 Sq. Ft. Apartment,2080 Sq. Ft.,Rs 1.27 Cr
R28922,Parsvnath Green Ville,3 BHK 2210 Sq. Ft. Apartment,2210 Sq. Ft.,Rs 1.35 Cr
R28922,Parsvnath Green Ville,3 BHK 2285 Sq. Ft. Apartment,2285 Sq. Ft.,Rs 1.39 Cr
R28922,Parsvnath Green Ville,4 BHK 7416 Sq. Ft. Villa,7416 Sq. Ft.,Rs 4.52 Cr
R33224,Jasani Scorpio,2 BHK 730 Sq. Ft. Apartment,730 Sq. Ft.,Rs 2.04 Cr
R33224,Jasani Scorpio,3 BHK 995 Sq. Ft. Apartment,995 Sq. Ft.,Rs 2.79 Cr
R59694,Samhita Elite,2 BHK 1160 Sq. Ft. Apartment,1160 Sq. Ft.,Rs 59.72 Lac
R59694,Samhita Elite,3 BHK 1450 Sq. Ft. Apartment,1450 Sq. Ft.,Rs 74.65 Lac
R692,Today Ridge Residency,2 BHK 1225 Sq. Ft. Apartment,714 Sq. Ft.,Rs 84.53 Lac
R692,Today Ridge Residency,3 BHK 1500 Sq. Ft. Apartment,865 Sq. Ft.,Rs 1.03 Cr
R692,Today Ridge Residency,3 BHK 1665 Sq. Ft. Apartment,1665 Sq. Ft.,Rs 1.15 Cr
R9254,Vascon Forest County,2 BHK 824 Sq. Ft. Apartment,824 Sq. Ft.,Rs 1.00 Cr
R9254,Vascon Forest County,2 BHK 840 Sq. Ft. Apartment,840 Sq. Ft.,Rs 1.02 Cr
R9254,Vascon Forest County,2 BHK 856 Sq. Ft. Apartment,856 Sq. Ft.,Rs 1.04 Cr
R9254,Vascon Forest County,2 BHK 869 Sq. Ft. Apartment,869 Sq. Ft.,Rs 1.05 Cr
R9254,Vascon Forest County,3 BHK 1070 Sq. Ft. Apartment,1070 Sq. Ft.,Rs 1.40 Cr
R9254,Vascon Forest County,3 BHK 1158 Sq. Ft. Apartment,1158 Sq. Ft.,Rs 1.52 Cr
R34192,Marimagnum Mi Casa,2 BHK 676 Sq. Ft. Apartment,676 Sq. Ft.,Rs 65.31 Lac
R34192,Marimagnum Mi Casa,2 BHK 724 Sq. Ft. Apartment,724 Sq. Ft.,Rs 69.95 Lac
R34192,Marimagnum Mi Casa,3 BHK 756 Sq. Ft. Apartment,756 Sq. Ft.,Rs 73.04 Lac
R34192,Marimagnum Mi Casa,3 BHK 1097 Sq. Ft. Apartment,1097 Sq. Ft.,Rs 90.00 Lac
R65852,Brahma Aangan,2 BHK 875 Sq. Ft. Apartment,875 Sq. Ft.,Rs 65.63 Lac
R269667,Myhna Maple,2 BHK 1045 Sq. Ft. Apartment,1045 Sq. Ft.,Rs 1.10 Cr
R269667,Myhna Maple,3 BHK 1665 Sq. Ft. Apartment,1665 Sq. Ft.,Rs 1.75 Cr
R267707,Kanakia Hollywood,2 BHK 704 Sq. Ft. Apartment,704 Sq. Ft.,Rs 1.69 Cr
R267707,Kanakia Hollywood,2 BHK 728 Sq. Ft. Apartment,728 Sq. Ft.,Rs 1.75 Cr
R267707,Kanakia Hollywood,4 BHK 1368 Sq. Ft. Apartment,1368 Sq. Ft.,Rs 3.29 Cr
R17888,Shapoorji Pallonji The Odyssey,3 BHK 1533 Sq. Ft. Apartment,1533 Sq. Ft.,Rs 15.00 Cr
R17888,Shapoorji Pallonji The Odyssey,3 BHK 1779 Sq. Ft. Apartment,1779 Sq. Ft.,Rs 17.41 Cr
R17888,Shapoorji Pallonji The Odyssey,4 BHK 1920 Sq. Ft. Apartment,1920 Sq. Ft.,Rs 18.79 Cr
R17888,Shapoorji Pallonji The Odyssey,4 BHK 1927 Sq. Ft. Apartment,1927 Sq. Ft.,Rs 18.86 Cr
R78397,SNN Raj Lakeview,2 BHK 1500 Sq. Ft. Apartment,1500 Sq. Ft.,Price on Request
R78397,SNN Raj Lakeview,4 BHK 3580 Sq. Ft. Apartment,3580 Sq. Ft.,Price on Request
R369262,Dharmavat Sunder Sanskruti,2 BHK 893 Sq. Ft. Apartment,893 Sq. Ft.,Rs 72.88 Lac
R369262,Dharmavat Sunder Sanskruti,2 BHK 721 Sq. Ft. Apartment,721 Sq. Ft.,Rs 58.85 Lac
R369262,Dharmavat Sunder Sanskruti,3 BHK 940 Sq. Ft. Apartment,940 Sq. Ft.,Rs 76.75 Lac
R28616,Vertical Oriana,2 BHK 712 Sq. Ft. Apartment,712 Sq. Ft.,Rs 75.35 L
R28616,Vertical Oriana,2 BHK 558 Sq. Ft. Apartment,558 Sq. Ft.,Rs 59.05 L
R28616,Vertical Oriana,3 BHK 982 Sq. Ft. Apartment,982 Sq. Ft.,Rs 1.03 Cr
R28616,Vertical Oriana,3 BHK 885 Sq. Ft. Apartment,885 Sq. Ft.,Rs 93.66 L
R31630,Aaditri Everest,2 BHK 1335 Sq. Ft. Apartment,1335 Sq. Ft.,Rs 80.10 Lac
R31630,Aaditri Everest,3 BHK 1745 Sq. Ft. Apartment,1745 Sq. Ft.,Rs 1.05 Cr
R31630,Aaditri Everest,3 BHK 3080 Sq. Ft. Apartment,3080 Sq. Ft.,Rs 1.85 Cr
R398453,BM Satyam Solaris,2 BHK 538 Sq. Ft. Apartment,538 Sq. Ft.,Rs 1.81 Cr
R398453,BM Satyam Solaris,3 BHK 841 Sq. Ft. Apartment,841 Sq. Ft.,Rs 2.83 Cr
R398453,BM Satyam Solaris,3 BHK 940 Sq. Ft. Apartment,940 Sq. Ft.,Rs 3.16 Cr
R398453,BM Satyam Solaris,4 BHK 1191 Sq. Ft. Apartment,1191 Sq. Ft.,Rs 4.01 Cr
R37216,Ambience Caitriona,4 BHK 7000 Sq. Ft. Apartment,7000 Sq. Ft.,Rs 14.41 Cr
R37216,Ambience Caitriona,4 BHK 9700 Sq. Ft. Penthouse,9700 Sq. Ft.,Rs 19.97 Cr
R37216,Ambience Caitriona,5 BHK 7750 Sq. Ft. Apartment,7750 Sq. Ft.,Rs 15.96 Cr
R37216,Ambience Caitriona,5 BHK 11500 Sq. Ft. Penthouse,11500 Sq. Ft.,Rs 23.68 Cr
R847,CHD Avenue 71,2 BHK 1198 Sq. Ft. Apartment,1198 Sq. Ft.,Rs 70.08 Lac
R847,CHD Avenue 71,3 BHK 1743 Sq. Ft. Apartment,1743 Sq. Ft.,Rs 1.02 Cr
R847,CHD Avenue 71,3 BHK 1620 Sq. Ft. Apartment,1620 Sq. Ft.,Rs 94.77 Lac
R847,CHD Avenue 71,3 BHK 1762 Sq. Ft. Apartment,1762 Sq. Ft.,Rs 1.03 Cr
R847,CHD Avenue 71,3 BHK 1802 Sq. Ft. Apartment,1802 Sq. Ft.,Rs 1.05 Cr
R847,CHD Avenue 71,3 BHK 1485 Sq. Ft. Apartment,1485 Sq. Ft.,Rs 86.87 Lac
R847,CHD Avenue 71,4 BHK 2193 Sq. Ft. Apartment,2193 Sq. Ft.,Rs 1.28 Cr
R847,CHD Avenue 71,4 BHK 2350 Sq. Ft. Apartment,2350 Sq. Ft.,Rs 1.37 Cr
R62341,Amanora Future Towers,1 BHK 608 Sq. Ft. Apartment,608 Sq. Ft.,Rs 1.90 Cr
R62341,Amanora Future Towers,1 BHK 910 Sq. Ft. Apartment,910 Sq. Ft.,Rs 2.84 Cr
R62341,Amanora Future Towers,2 BHK 966 Sq. Ft. Apartment,966 Sq. Ft.,Rs 3.02 Cr
R184665,Navami Funique,2 BHK 801 Sq. Ft. Apartment,801 Sq. Ft.,Rs 55.54 L
R184665,Navami Funique,2 BHK 932 Sq. Ft. Apartment,932 Sq. Ft.,Rs 64.63 L
R184665,Navami Funique,3 BHK 1074 Sq. Ft. Apartment,1074 Sq. Ft.,Rs 74.48 L
R184665,Navami Funique,3 BHK 1132 Sq. Ft. Apartment,1132 Sq. Ft.,Rs 78.50 L
R27798,Mont Vert Belair,2 BHK 987 Sq. Ft. Apartment,987 Sq. Ft.,Rs 88.83 Lac
R27798,Mont Vert Belair,2 BHK 991 Sq. Ft. Apartment,991 Sq. Ft.,Rs 89.19 Lac
R27798,Mont Vert Belair,3 BHK 1196 Sq. Ft. Apartment,1196 Sq. Ft.,Rs 1.08 Cr
R27798,Mont Vert Belair,3 BHK 1330 Sq. Ft. Apartment,1330 Sq. Ft.,Rs 1.20 Cr
R652,Emaar Emerald Floors Premier,3 BHK 1650 Sq. Ft. Ind Floor,1650 Sq. Ft.,Rs 1.91 Cr
R652,Emaar Emerald Floors Premier,3 BHK 1600 Sq. Ft. Ind Floor,1600 Sq. Ft.,Rs 1.85 Cr
R652,Emaar Emerald Floors Premier,4 BHK 1975 Sq. Ft. Ind Floor,1975 Sq. Ft.,Rs 2.28 Cr
R2982,Gundecha Altura,2 BHK 1035 Sq. Ft. Apartment,1035 Sq. Ft.,Rs 2.32 Cr
R2982,Gundecha Altura,3 BHK 1535 Sq. Ft. Apartment,1535 Sq. Ft.,Rs 3.45 Cr
R395475,Alaknanda Maxxus Eden Estate,760 Sq. Ft. Plot,760 Sq. Ft.,Price on Request
R352969,Shriram Chirping Woods Tower 5,2 BHK 1200 Sq. Ft. Apartment,891 Sq. Ft.,Rs 1.01 Cr
R352969,Shriram Chirping Woods Tower 5,2 BHK 1470 Sq. Ft. Apartment,1001 Sq. Ft.,Rs 1.24 Cr
R352969,Shriram Chirping Woods Tower 5,3 BHK 1630 Sq. Ft. Apartment,1213 Sq. Ft.,Rs 1.39 Cr
R352969,Shriram Chirping Woods Tower 5,3 BHK 1760 Sq. Ft. Apartment,1213 Sq. Ft.,Rs 1.49 Cr
R385586,Prestige Green Gables,1 BHK 661 Sq. Ft. Apartment,661 Sq. Ft.,Rs 1.07 Cr
R385586,Prestige Green Gables,2 BHK 1102 Sq. Ft. Apartment,1102 Sq. Ft.,Rs 1.78 Cr
R385586,Prestige Green Gables,2 BHK 1111 Sq. Ft. Apartment,1111 Sq. Ft.,Rs 1.80 Cr
R385586,Prestige Green Gables,3 BHK 1405 Sq. Ft. Apartment,1405 Sq. Ft.,Rs 2.27 Cr
