XID,Name,URL,RERA,Address,Price,Builder,Amenities,Possession Status,Sizes,Launch Date,Project Size,Project Area,Avg. Price,Configurations
r390363,East Street Galleria,https://housing.com/in/buy/projects/page/168433-east-street-galleria-by-reputed-builder-in-camp,N/A,"Mumbai Highway, Near Poona Diabetes Centre, Camp, MG Road, Pune",Price on Request,N/A,N/A,"May, 2028",3577 - 5472 sq.ft.,"May, 2024",744 units,12.6 Acres (80% open),14.38 K -20.24 K/sq.ft,4 BHK Apartment
r434363,CasaGrand Orchards Phase 1,https://housing.com/buy-casagrand-orchards-phase-1-by-casagrand-builder-private-limited-in-kannampalayam-coimbatore-pid-331712,TN/11/Building/0495/2024,"Kannampalayam, Coimbatore",55.0 L - 78.0 L,ByCasagrand Builder Private Limited,"Amphitheater, Swimming Pool, Water Storage, Table Tennis, Mini Theatre, Fire Fighting System, Kid's Pool, Gymnasium, Closed Car Parking, 24X7 Water Supply, Gated Community","Oct, 2029",2515 - 4885 sq.ft.,"Oct, 2024",5 Buildings - 410 units,17.4 Acres (70% open),11.34 K/sq.ft,"3, 4, 5 BHK Apartments"
r422802,Akhand Anantam Avenue,https://housing.com/buy-akhand-anantam-avenue-by-akhand-reality-in-chhani-vadodara-pid-254617,PR/GJ/VADODARA/VADODARA/Others/RAA07752/081220,"MR Maruti Heights, BS Chhani Talav, Chhani Dumad Road, Chhani, Vadodara",Price on Request,ByAkhand Reality,"Lift(s), Landscaping & Tree Planting, RO Water System, Power Backup","Jun, 2027",470 - 1092 sq.ft.,"Nov, 2023",14 Buildings - 223 units,1.82 Acres,3.5 K/sq.ft,"1, 2, 3 BHK Apartments"
r382576,Ananda Arrpan Vihar,https://housing.com/buy-ananda-arrpan-vihar-by-ananda-developers-in-hirawadi-nashik-pid-280495,P51600031424,"Plot No.197/1a/1/2/1 At Hirawadi Road, Panchavati, Nashik",24.54 L - 31.82 L,ByAnanda Developers,"Children's Play Area, Solid Waste Management And Disposal, Lift(s), Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, 24x7 CCTV Surveillance, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply, Gated Community, Storm Water Drains","Dec, 2024",1348 sq.ft.,"Jan, 2022",5 Buildings - 140 units,0.67 Acres (58% open),Price on request,3 BHK Apartment
r419935,Vista Residences Wing D Tower 3,https://housing.com/in/buy/projects/page/311111-vista-residences-wing-d-tower-3-by-hiranandani-communities-in-andheri-west,P51800053625,"Above Vicino Mall, New Link Road, Oshiwara, Andheri West, Andheri, Mumbai",2.95 Cr - 4.5 Cr,ByHiranandani Communities,"Waiting Lounge, Cricket Pitch, Tennis Court, Swimming Pool, Landscaping & Tree Planting, Footpaths/Pedestrian, Kid's Pool, Fire Fighting System, Gymnasium, Closed Car Parking, 24X7 Water Supply","Sep, 2028",862 - 1744 sq.ft.,"Jul, 2023",6 Buildings - 242 units,2.46 Acres,6.4 K/sq.ft,"3, 4 BHK Apartments"
r414268,Shri Harikrishna Vinayak Aangan,https://housing.com/in/buy/projects/page/304056-shri-harikrishna-vinayak-aangan-by-shri-harikrishna-enterprises-in-ulwe,P52000052175,"Plot No. 3 Sector 5, Pushpak Node, Dapoli, Navi Mumbai",43.0 L - 62.0 L,ByShri Harikrishna Enterprises,"Closed Car Parking, 24X7 Water Supply, Recreation Facilities, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Sewage Treatment Plant, Electrification(Transformer, Solar Energy etc)","Jul, 2028",736 - 778 sq.ft.,"Dec, 2024",1 Building - 12 units,0.16 Acres,Price on request,2 BHK Apartment
r268773,Rise Resort Residence Villa,https://housing.com/in/buy/projects/page/40225-rise-resort-residence-villa-by-rise-projects-in-noida-extension,"UPRERAPRJ7561, UPRERAPRJ295718","Sector 1 Noida Extension, Greater Noida",2.48 Cr - 6.47 Cr,ByRise Projects,"Cricket Pitch, Tennis Court, Solar Lighting, Garbage Disposal, Spa, Swimming Pool, Skating Rink, Vastu Compliant, Landscaping & Tree Planting, Gymnasium, Water Softner Plant","Mar, 2025",1800 - 2400 sq.ft.,"Apr, 2017",7 Buildings - 560 units,6 Acres,11.49 K/sq.ft,"3.5, 4 BHK Apartments"
r379247,SVN Bay Parck Beachfront Plots And Villas,https://housing.com/buy-svn-bay-parck-beachfront-plots-and-villas-by-svn-shivajyothi-developers-in-bhogapuram-visakhapatnam-pid-277197,P01070381701,"Bhogapuram, Visakhapatnam",20.0 L - 90.01 L,BySVN Shivajyothi Developers,"Children's Play Area, Entrance Lobby, Security Cabin, Cricket Pitch, Gazebo, Swimming Pool, Landscaping & Tree Planting, Badminton Court, Gymnasium, Restaurant, 24X7 Water Supply","Mar, 2024",565 sq.ft.,"Oct, 2019",10 Buildings,14 Acres,Price on request,2 BHK Apartment
r412144,EVITA,https://housing.com/in/buy/projects/page/299995-evita-by-royal-land-developers-pvt-ltd-in-madhavaram,TN/29/Building/0298/2023 dated 06/07/2023,"1a, Victory Field Road, Alex Nagar Colony, Madhavaram, Chennai North, Chennai",74.11 L - 1.34 Cr,ByRoyal land & Developers Pvt Ltd,"Amphitheater, Sauna Bath, Reflexology Park, Fountains, Landscaping & Tree Planting, Mini Theatre, Gymnasium, Car Parking, Jogging Track, Senior Citizen Siteout, Gated Community","Dec, 2027",876 - 2438 sq.ft.,"Jul, 2022",4 Buildings - 768 units,6.28 Acres,Price on request,"2, 3, 4, 4.5, 5, 5.5, 6, 6.5 BHK Apartments"
r416890,Bhuvi by Vasavi Buildox,https://housing.com/in/buy/projects/page/293108-bhuvi-by-vasavi-buildox-by-vasavi-group-in-gundlapochampalli,P02200007044,"Gundlapochampally, North Hyderabad, Hyderabad",65.16 L - 1.17 Cr,ByVasavi Group,"Children's Play Area, Waiting Lounge, Amphitheater, Entrance Lobby, Yoga / Meditation Area, Volleyball Court, Tennis Court, Grocery Shop, Swimming Pool, Vastu Compliant, Badminton Court","Dec, 2027",482 - 989 sq.ft.,"Jun, 2022",6 Buildings - 832 units,4.1 Acres (60% open),18.67 K/sq.ft,"1, 2, 3 BHK Apartments"
r426589,DLF Privana West,https://housing.com/in/buy/projects/page/320938-dlf-privana-west-by-dlf-real-estate-builders-limited-in-sector-76,RC/REP/HARERA/GGM/ 819/ 551/2024/46,"Sector 76, New Gurgaon, Gurgaon",7.24 Cr - 7.87 Cr,ByDLF Real Estate Builders Limited,"Children's Play Area, Salon, Spa, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, 24x7 CCTV Surveillance, Gymnasium, Golf Course, School, 24X7 Water Supply","Jun, 2026",1578 - 1974 sq.ft.,"Jun, 2019",66 units,2 Acres,11.65 K -12.98 K/sq.ft,"3, 4 BHK Villas"
r433139,Sansara,https://housing.com/buy-sansara-by-ps-group-in-salkia-kolkata-pid-329016,WBRERA/P/HOW/2024/001857,"Salkia School Rd, Golabari, Howrah, Howrah",2.83 Cr - 5.58 Cr,ByPS Group,"Children's Play Area, Amphitheater, Yoga / Meditation Area, Card Room, Wall Climbing, Reflexology Park, Fire Sprinklers, 24x7 CCTV Surveillance, Gymnasium, Fire Fighting System, Kid's Pool",Ready to Move,1060 - 1340 sq.ft.,"May, 2014",,,3 K - 3.62 K/sq.ft,
r434520,Sunder Shiva Prabhu Dessai Siddhanath Developers,https://housing.com/in/buy/projects/page/322011-sunder-shiva-prabhu-dessai-siddhanath-developers-by-sunder-shiva-prabhu-dessai-in-ponda,N/A,"Betora, South Goa, Goa",Price on Request,BySunder Shiva Prabhu Dessai,N/A,"May, 2024",1100 - 1670 sq.ft.,,4 Buildings - 352 units,3.99 Acres,4.9 K/sq.ft,"2, 3 BHK Apartments"
r417913,Eden Roopkatha,https://housing.com/buy-eden-roopkatha-by-eden-group-in-baruipur-kolkata-pid-309535,WBRERA/NPR-001150,"Hariharpur Mouza, Pargana Medanmalla, Rs No 185, Touji No 250, Jl No 11, Ps Baruipur, Salipur P",16.45 L - 38.22 L,ByEden Group,"Children's Play Area, 24X7 Water Supply, Community Hall, Swimming Pool, Indoor Games, Cycling & Jogging Track, Fire Sprinklers, Landscaping & Tree Planting, Gymnasium, Power Backup","Dec, 2026",280 sq.yd.,"Jul, 2023",4 Buildings - 129 units,1.69 Acres,55.71 K/sq.yd,3 BHK Apartment
r414242,Fair Field Magilam,https://housing.com/buy-fair-field-magilam-by-tmt-s-radhakrishnaveni-in-uppilipalayam-coimbatore-pid-305030,N/A,"S Nos.722/1e And 723/2b Of Uppilipalayam, Coimbatore",Price on Request,ByTmt S Radhakrishnaveni,"24X7 Water Supply, Solid Waste Management And Disposal, Gated Community, Storm Water Drains, Landscaping & Tree Planting, Internal Roads & Footpaths, Water Conservation, Rain water Harvesting, Rain Water Harvesting, 24x7 Security, Energy management, Sewage Treatment Plant","Jul, 2028",2416 - 2917 sq.ft.,"Feb, 2024",1 Building,2.75 Acres,14.15 K/sq.ft,"3, 4 BHK Apartments"
r384536,Platinum Sky,https://housing.com/buy-platinum-sky-by-platinum-group-in-harni-vadodara-pid-270680,PR/GJ/VADODARA/VADODARA/Others/RAA09674/050122,"B/h. Maa Party Plot, Near Gada Circle, Harni, Vadodara",67.02 L,ByPlatinum Group,"Children's Play Area, Entrance Lobby, Security Cabin, Solar Lighting, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, RO Water System, Gymnasium, Video Door Security, Car Parking","Sep, 2029",6520 - 11999 sq.ft.,"Apr, 2023",4 Buildings - 230 units,19.11 Acres,12 K/sq.ft,4 BHK Apartment
r417583,Fortune Prestige,https://housing.com/buy-fortune-prestige-by-fortune-group-in-manjalpur-vadodara-pid-307754,PR/GJ/VADODARA/VADODARA/Others/MAA12418/111023,"Opp Bankers Heart Hospital Tulsidham Jupiter Road, Manjalpur, Vadodara",56.0 L - 1.1 Cr,ByFortune Group,"Gazebo, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Mini Theatre, Gymnasium, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply, Senior Citizen Siteout","May, 2026",1230 - 1243 sq.ft.,"Apr, 2023",3 Buildings - 286 units,3.69 Acres,6.19 K/sq.ft,2 BHK Apartment
r438099,Adikara Rivernest Apartment,https://housing.com/buy-adikara-rivernest-apartment-by-adikara-developer-in-chandshi-nashik-pid-338148,P51600078639,"Chandshi, Nashik",Price on Request,ByAdikara Developer,"24X7 Water Supply, Lift(s), Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Electrical meter Room",Ready to Move in,554 - 1475 sq.ft.,"Jun, 2018",11 Buildings - 797 units,10 Acres (70% open),9.92 K/sq.ft,"1, 2, 3 BHK Apartments"
r270729,ATS Rhapsody,https://housing.com/in/buy/projects/page/44136-ats-rhapsody-by-ats-infrastructure-limited-in-noida-extension,UPRERAPRJ4115,"Plot No. GH-12/1, Sector 1 Noida Extension, Greater Noida",2.07 Cr - 2.76 Cr,ByATS Infrastructure Limited,"Internet / Wi-Fi, Tennis Court, Garbage Disposal, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Mini Theatre, Fire Fighting System, Gymnasium, School, Car Parking","Jan, 2026",1170 - 1947 sq.ft.,"Feb, 2024",2 Buildings - 155 units,2.56 Acres (65% open),6.16 K -10.01 K/sq.ft,"2, 3 BHK Apartments"
r323355,Raymond Realty Ten X Habitat,https://housing.com/in/buy/projects/page/250943-raymond-realty-ten-x-habitat-by-raymond-limited-in-thane-west,"P51700019265, P51700020256, P51700020881, P51700022940, P51700025355, P51700027036, P51700034190, P51700047152, P51700022779","Ten X Habitat By Raymond Reality Pokharan Road, Thane West, Thane",1.56 Cr,ByRaymond Limited,"Amphitheater, Cricket Pitch, Volleyball Court, Skating Rink, Mini Theatre, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Indoor Games, Shopping Mall","Dec, 2026",987 - 2151 sq.ft.,,3 Buildings - 447 units,12 Acres (83% open),Price on request,"2, 3 BHK Apartments"
r387939,Shreeji Divine,https://housing.com/in/buy/projects/page/281338-shreeji-divine-by-shreeji-ventures-in-kharghar,P52000034060,"Kharghar - Sector 36, Beside Shilp Valley Shilp, Navi Mumbai",1.47 Cr - 3.67 Cr,ByShreeji Ventures,"Gazebo, Reflexology Park, Swimming Pool, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Electrification(Transformer, Solar Energy etc), Squash Court, Car Parking, 24X7 Water Supply, Jogging Track","Feb, 2028",1380 - 4595 sq.ft.,"Apr, 2023",6 Buildings - 1782 units,12.58 Acres,7.8 K/sq.ft,"2, 3, 4 BHK Apartments"
r393496,Kohinoor Kaleido,https://housing.com/in/buy/projects/page/277625-kohinoor-kaleido-by-kohinoor-group-in-kharadi,P52100046027,"Kharadi, Nagar Road, Pune",89.94 L - 1.85 Cr,ByKohinoor Group,"Entrance Lobby, Garbage Disposal, Recreation Facilities, Swimming Pool, Fire Sprinklers, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, Gymnasium, Fire Fighting System, 24X7 Water Supply","Sep, 2025",2800 - 2804 sq.ft.,"May, 2023",140 units,10.1 Acres,Price on request,4 BHK Villa
r333831,Wadhwa Magnolia Cluster 2,https://housing.com/in/buy/projects/page/198424-wadhwa-magnolia-cluster-2-by-the-wadhwa-group-in-vardoli,P52000021142,"RZ - 4 - Part, Vardoli, Panvel, Navi Mumbai",2.05 Cr - 2.3 Cr,ByThe Wadhwa Group,"Amphitheater, Internet / Wi-Fi, Reflexology Park, Garbage Disposal, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Kid's Pool, Fire Fighting System","Dec, 2027",1290 - 2120 sq.ft.,"Aug, 2024",3 Buildings - 262 units,1.8 Acres (70% open),11.31 K/sq.ft,"2, 3, 4 BHK Apartments"
r405400,Pramukh Yogi Milan,https://housing.com/in/buy/projects/page/28407-pramukh-yogi-milan-by-pramukh-group-in-yogi-vihar,N/A,"Ultanfaliya Road, Near Tirupati Residency, Silvassa, Silvassa",31.8 L - 48.47 L,ByPramukh Group,"Children's Play Area, Yoga / Meditation Area, Skating Rink, Lift(s), Landscaping & Tree Planting, Aerobics Room, Badminton Court, Fire Fighting System, Gymnasium, Indoor Games, Cycling & Jogging Track","Sep, 2018",1189 - 1890 sq.ft.,"Sep, 2016",,2.07 Acres (25% open),4.49 K/sq.ft,"2, 3, 4 BHK Villa,Apartments"
r370974,Shree Krishna Homes,https://housing.com/in/buy/projects/page/252526-shree-krishna-homes-by-shree-krishna-homes-in-kompally,P02200002202,"Kompally, Beside Kompally Railway Bridge, NH-44, North Hyderabad, Hyderabad",53.91 L - 81.81 L,ByShree Krishna Homes,"Amphitheater, Grocery Shop, Spa, Swimming Pool, Table Tennis, Water Conservation, Rain water Harvesting, Gymnasium, Fire Fighting System, Medical Store/Pharmacy, Medical Facilities, Closed Car Parking","Sep, 2029",1170 - 6873 sq.ft.,"Jan, 2025",315 units,1.49787121 Acres (16% open),Price on request,"1, 2, 3, 4, 5 BHK Villas"
r411844,Unique Luxuria,https://housing.com/buy-unique-luxuria-by-unique-infraspace-pvt-ltd-in-gota-ahmedabad-pid-300912,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11917/060623,"R C Technical College Road, Gota, North West, Ahmedabad",1.56 Cr,ByUnique Infraspace Pvt Ltd,"Amphitheater, Garbage Disposal, Gazebo, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Fire Fighting System, Gymnasium, Car Parking, 24X7 Water Supply, Multipurpose Room",Ready to Move,653 - 3300 sq.ft.,,,75 Acres,1.72 K - 2.08 K/sq.ft,
r426787,One Victoria,https://housing.com/buy-one-victoria-by-ruchi-realty-holdings-limited-in-new-town-kolkata-pid-316790,WBRERA/P/NOR/2024/001080,"Premises No. 02-0178, Plot No. CF/2, CF Block, Action Area I, New Town, Kolkata",3.39 Cr - 4.16 Cr,ByRuchi Realty Holdings Limited,"Amphitheater, Swimming Pool, Fire Sprinklers, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Electrification(Transformer, Solar Energy etc), 24X7 Water Supply, Car Parking, Squash Court","Jun, 2028",1115 - 2568 sq.ft.,"Aug, 2022",3 Buildings - 150 units,1.3 Acres,Price on request,"3, 4, 5 BHK Apartments"
r408465,Candeur Skyline,https://housing.com/in/buy/projects/page/297016-candeur-skyline-by-candeur-constructions-private-limited-in-puppalaguda,P02400005946,"Puppalaguda, West Hyderabad, Hyderabad",7.82 Cr - 14.4 Cr,ByCandeur Constructions Private Limited,"Cricket Pitch, Grocery Shop, Spa, Sub-Station, Swimming Pool, Fire Sprinklers, Water Conservation, Rain water Harvesting, Footpaths/Pedestrian, Fire Fighting System, Gymnasium, Community Buildings","Jun, 2025",164 - 481 sq.ft.,"Nov, 2020",2 Buildings - 562 units,0.18 Acres,11.9 K -17.76 K/sq.ft,"Studio, 1 BHK Studio Apartment,Apartments"
r406621,CasaGrand Zaiden,https://housing.com/in/buy/projects/page/297873-casagrand-zaiden-by-casagrand-builder-private-limited-in-nagegowdanapalya,PRM/KA/RERA/1251/310/PR/120423/005862,"Off Kanakapura Main Road, Talaghattapura, South Bangalore, Bangalore",76.0 L - 77.0 L,ByCasagrand Builder Private Limited,"Amphitheater, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Water Storage, Water Conservation, Rain water Harvesting, Gymnasium, Fire Fighting System, Electrification(Transformer, Solar Energy etc), 24X7 Water Supply, Closed Car Parking","Oct, 2026",1060 - 1973 sq.ft.,,2 Buildings - 179 units,1.79 Acres,16.71 K/sq.ft,3 BHK Apartment
r299863,Sattva Misty Charm,https://housing.com/in/buy/projects/page/81521-sattva-misty-charm-by-sattva-group-in-jyotipuram,PRM/KA/RERA/1251/310/PR/180507/001635,"Opposite Holiday Village Resort Standalone, Kanakapura Road, Near Talaghattapura, South Bangalore, Bangalore",54.88 L - 1.46 Cr,BySattva Group,"Amphitheater, Cricket Pitch, Skating Rink, Fountains, Table Tennis, Kid's Pool, Water Softner Plant, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout","Nov, 2027",626 - 777 sq.ft.,"Jun, 2024",2 Buildings - 41 units,0.64 Acres,6.62 K/sq.ft,2 BHK Apartment
r422910,CasaGrand Medora,https://housing.com/in/buy/projects/page/315460-casagrand-medora-by-casagrand-builder-private-limited-in-korattur,TN/29/Building/0029/2024 dated 01/02/2024,"Korattur, Chennai North, Chennai",1.17 Cr - 1.2 Cr,ByCasagrand Builder Private Limited,"Children's Play Area, Amphitheater, Entrance Lobby, Yoga / Meditation Area, Board Games, Reflexology Park, Wall Climbing, Barbecue Area, Swimming Pool, Vastu Compliant, Party Hall","Jun, 2025",1137 - 1404 sq.ft.,"Feb, 2018",6 Buildings - 572 units,20 Acres,14.04 K/sq.ft,"2, 3 BHK Apartments"
r240490,Doshi Risington 2,https://housing.com/in/buy/projects/page/33739-doshi-risington-2-by-doshi-housing-in-karapakkam,TN/29/Building/0379/2024,"Opposite Apollo Cradle Hospital, Central OMR, Karapakkam, Chennai south, Chennai",76.94 L - 1.68 Cr,ByDoshi Housing,"Children's Play Area, Amphitheater, Yoga / Meditation Area, Volleyball Court, Cricket Pitch, Tennis Court, Swimming Pool, Landscaping & Tree Planting, Aerobics Room, Badminton Court, Mini Theatre","May, 2026",417 - 1389 sq.ft.,"Jan, 2024",1 Building - 44 units,,Price on request,"1, 2, 3 BHK Apartments"
r408473,Rajapushpa Pristinia,https://housing.com/in/buy/projects/page/307958-rajapushpa-pristinia-by-rajapushpa-properties-pvt-ltd-in-kokapet,P02400006086,"Kokapet, West Hyderabad, Hyderabad",1.08 Cr - 3.58 Cr,ByRAJAPUSHPA PROPERTIES PVT. LTD,"Internet / Wi-Fi, Cricket Pitch, Swimming Pool, Skating Rink, Fire Sprinklers, Landscaping & Tree Planting, Table Tennis, Water Conservation, Rain water Harvesting, Gymnasium, Community Buildings, Car Parking","Feb, 2029",1236 - 1391 sq.ft.,"Dec, 2024",1 Building - 120 units,10 Acres,12.6 K/sq.ft,"3, 3.5 BHK Apartments"
r409476,CasaGrand Hanford,https://housing.com/in/buy/projects/page/298725-casagrand-hanford-by-casagrand-builder-private-limited-in-shamshabad,P02400006229,"ORR, South Hyderabad, Hyderabad",2.9 Cr,ByCasagrand Builder Private Limited,"Children's Play Area, Amphitheater, Yoga / Meditation Area, Steam Room, Wall Climbing, Reflexology Park, Barbecue Area, Swimming Pool, Skating Rink, Pet Grooming, Party Hall","Dec, 2025",1100 - 1400 sq.ft.,,1 Building,1.98 Acres,3.56 K/sq.ft,"2, 3 BHK Apartments"
r430241,Sumadhura Epitome,https://housing.com/in/buy/projects/page/327971-sumadhura-epitome-by-sumadhura-infracon-pvt-ltd-in-thanisandra,PRM/KA/RERA/1251/446/PR/190924/007044,"Block A1, Unishire Panamera, Rachenahalli, Thanisandra, North Bangalore, Bangalore",1.46 Cr - 2.39 Cr,BySumadhura Infracon Pvt Ltd,"Children's Play Area, Swimming Pool, Fire Sprinklers, Lift(s), Party Hall, Landscaping & Tree Planting, 24x7 CCTV Surveillance, Fire Fighting System, Car Parking, 24X7 Water Supply, Jogging Track","Sep, 2026",1672 - 2066 sq.ft.,"Oct, 2022",3 Buildings - 156 units,2.45 Acres,13.51 K - 15 K/sq.ft,4 BHK Apartment
r269013,Century Heights,https://housing.com/buy-century-heights-by-century-builders-and-developers-in-bawadiya-kalan-bhopal-pid-126339,P-BPL-17-395,"Near Sangrila Housing Society, Hoshangabad Road, Bhopal",53.42 L - 84.92 L,ByCentury Builders And Developers,"Children's Play Area, Swimming Pool, Fire Sprinklers, Visitor Parking, Lift(s), Landscaping & Tree Planting, Water Storage, 24x7 CCTV Surveillance, Gymnasium, Fire Fighting System, Car Parking","Aug, 2026",814 - 1211 sq.ft.,"Jun, 2023",1 Building - 410 units,4 Acres,10.04 K/sq.ft,"2, 2.5 BHK Apartments"
