XID,Name,Name_Score,Builder,Builder_Score,Address,Address_Score,Possession Status,Possession Status_Score,RERA,RERA_Score
r427843,Kedia Shri VatsalDirections,77,ByKedia Builders And Colonizers,97,"Nindar, Sikar Road, Jaipur",56,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2028",15,99acres: Registered | Housing: nan,0
r414298,Vasavi Sarovar,100,ByVasavi Group,92,"99acres: Kukatpally | Housing: Kukatpally, North Hyderabad, Hyderabad",42,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2030",22,P02200006766,100
r427390,CasaGrand Massimo,100,99acres: Casagrand | Housing: ByCasagrand Builder Private Limited,41,"99acres: Kundrathur | Housing: 2443+3WR, SH 113, Lakhsmi Nagar, Thandalam, Kundrathur, Chennai west, Chennai",23,"99acres: NEW_LAUNCH | Housing: Dec, 2025",21,TN/1/Building/0362/2024,100
r432564,Asbl Landmark,100,99acres: ASBL | Housing: ByAshoka Builders India Private Limited,19,"99acres: Kukatpally | Housing: Kukatpally, North Hyderabad, Kp -2",45,"99acres: NEW_LAUNCH | Housing: Dec, 2027",21,P02200008770,100
r421330,Anamika High Point,100,ByConstera Realty,94,"99acres: Sindhu Bhavan Road | Housing: Opp. The Grand Bhagwati (TGB), S.G. Highway, South West, Ahmedabad",26,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",22,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA12755/050124/300630,100
r2966,99acres: ALTA | Housing: Catalyst Alta,47,ByCatalyst Properties,95,"OMR Kelambakkam, Chennai",63,"99acres: READY_TO_MOVE | Housing: Mar, 2028",18,Rera Not Applicable,100
r428750,Vivan Heights,100,ByVivan Group,92,"99acres: Chembur | Housing: Near Chembur Railway Station, Chembur, Mumbai Harbour, Mumbai",21,"99acres: NEW_LAUNCH | Housing: Dec, 2028",21,P51800056066,100
r425841,The Ridges 41,100,ByParanjape Schemes Construction Ltd.,96,"99acres: Blue Ridge Town | Housing: Plot No. 119 To 171, 173(Part), 106 & Others At Hinjewadi, Blueridge Township, Pimpri Chinchwad, Pune",24,"99acres: NEW_LAUNCH | Housing: Mar, 2021",11,P52100055581,100
r431642,Green Abalone,76,BySiddhik Developers,95,"99acres: South Bopal | Housing: Siddhik Green Abalone at south bopal, near Jain Derasar,opp Sheladia luxuria, SP ring road west, Ahmedabad",19,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2027",22,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA13821/080724/300328,100
r426546,99acres: Ventura | Housing: 4 BHK Flat,12,99acres: J S Buildcom | Housing: nan,0,"99acres: Mansarovar | Housing: Ventura, Mansarovar Sector 8, Mansarovar, Jaipur",34,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,99acres: Registered | Housing: nan,0
r428393,Ellanza Zenistry B,100,ByEllanza Corp,92,"99acres: Baner | Housing: Baner, Baner Road, Pune",36,99acres: NEW_LAUNCH | Housing: Ready to Move,17,P52100056094,100
r265661,Essen Aishwaryam Courtyard 2,79,99acres: Aishwaryam Builders Pune | Housing: ByEssen Realtors,30,"99acres: Chikhali | Housing: Plot No. Gat No. 1169 1170 1171 1172 & 1241 At Pimpri Chinchawad (M Corp.), Haveli, Chikhali, Pimpri Chinchwad, Vitthal Nagar",12,"99acres: READY_TO_MOVE | Housing: Dec, 2025",18,P52100000799,100
r71855,The Prestige City,100,99acres: Prestige Group | Housing: ByPrestige Estates Projects Ltd.,48,"99acres: Mulund West | Housing: Mulund West, Central Mumbai Suburbs, Mumbai",41,"99acres: READY_TO_MOVE | Housing: Sep, 2027",18,"P51800045339, P51800046488, P51800005285, P51900031285",100
r372188,Sameera Kanchi Big Town,79,BySameera Lands and Construction,94,"99acres: Siruvallur | Housing: Kanchipuram, Chennai",20,"99acres: READY_TO_MOVE | Housing: May, 2024",27,TN/01/LAYOUT/0236/2020,100
r374451,Anuhar Towers,100,ByAnuhar Homes Pvt Ltd,71,"99acres: Manikonda | Housing: Alkapur Township, Manikonda, West Hyderabad, Hyderabad",29,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,P02400002613,100
r423946,4 Sight Florence Phase III,79,ByGanguly Group,93,"99acres: Garia | Housing: 96 paschim mahamayapur road, garia, South Kolkata, Kolkata",16,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,WBRERA/P/SOU/2024/001086,100
r367377,Sharanya Skyvue,100,BySharanya Group,93,"99acres: Thaltej | Housing: Opp. Times Square, Near Baghban Party Plot, Thaltej, South West, Ahmedabad",17,"99acres: READY_TO_MOVE | Housing: Aug, 2025",18,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA07126/A1R/100321,100
r418960,GTK Eden Garden,100,ByGTK Foundations,75,"99acres: Tambaram | Housing: West Tambaram, Chennai south, Chennai",36,"99acres: READY_TO_MOVE | Housing: Dec, 2026",18,TN/01/Layout/4054/2023 dated 01/11/2023,100
r368086,Gk Zenith,95,ByGK Builders & Developers,50,"99acres: Sainikpuri | Housing: Balaji Nagar Road, Yapral, Secunderabad, Secunderabad",19,"99acres: READY_TO_MOVE | Housing: Mar, 2027",18,P02200002010,100
r393150,GHR Callisto,100,ByGHR  Infra,86,"99acres: Kollur | Housing: Kollur, Tellapur, West Hyderabad, Hyderabad",24,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",22,P01100004554,100
r423721,The Garden View Villas,89,ByRSR Greenway Infra,95,"99acres: Kollur | Housing: Kollur, West Hyderabad, Hyderabad",31,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,99acres: Not Registered | Housing: Rera Id Not Available,34
r15646,Mahidhara Supreme,100,ByMahidhara Projects,95,"99acres: Oragadam | Housing: Oragadam Sriperambattur, Chennai",40,"99acres: READY_TO_MOVE | Housing: Dec, 2024",18,Rera Not Applicable,100
r433403,Jain Fairmount The ARC,100,ByJain Constructions,92,"99acres: Dundigal | Housing: Gandimaisamma, Dundigal, North Hyderabad, Hyderabad",27,99acres: NEW_LAUNCH | Housing: Ready to Move,17,P02200008380,100
r397177,Tattvam,100,"ByEden Group, & Isha Group",56,"99acres: Maniktala | Housing: 24A, Bagmari, Kolkata",40,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,WBRERA/P/KOL/2023/000237,100
r407059,Manor Priva,62,ByManor Realty And Kalim Group,57,"New Town, Kolkata",64,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,WBRERA/P/NOR/2023/000291,100
r410501,GP Homes Valencia Ruby,100,ByGP Homes,89,"99acres: Ayanambakkam | Housing: S No 403/1A4 Part Of Ayanambakkam, Chennai west, Chennai",35,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,TN/02/Building/0218/2023 dated 18/05/2023,100
r6670,Ireo The Corridors,100,ByIreo,80,"99acres: Sector 67A | Housing: Sector 67, Golf Course Extension Road, Gurgaon",36,"99acres: READY_TO_MOVE | Housing: May, 2027",27,"378 OF 2017, 377 OF 2017 & 379 OF 2017",100
r398366,99acres: Dashmesh Empire | Housing: Khatri Om Sai Complex,39,99acres: Dashmesh Infrastructure | Housing: ByKhatri Constructions,40,"99acres: Badlapur East | Housing: Phase-II, S.No-38, Near Raju Apt, Ramnagar, Shirgaon, Beyond Thane, Thane",19,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2030",22,99acres: Registered | Housing: nan,0
r5954,Valley,100,ByDILIGENT BUILDERS PVT LTD,96,"99acres: Noida Extension | Housing: Plot No. GH-15, Sector 1 Noida Extension, Greater Noida",43,"99acres: UNDER_CONSTRUCTION | Housing: May, 2027",7,UPRERAPRJ5929,100
r387200,The Solitaire Crown,100,99acres: Shama Estates | Housing: ByThe Solitaire Group,35,"99acres: GMS Road  | Housing: Sewla Kalan, G.M.S Road, Majra, Dehradun",33,"99acres: READY_TO_MOVE | Housing: Sep, 2023",18,UKREP09200000348,100
r393363,Pawa Blossom,100,ByPawa Construction,94,"99acres: Indira Nagar | Housing: Behind Guru Govind Singh College, Indira Nagar, Nashik",36,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,P51600045718,100
r420320,VR Vivanta,100,ByVR Group,89,"99acres: Ajwa Road | Housing: Opp APMC Market, N H 08, Ajwa Crossing, New Karelibag, Vadodara",25,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2022",15,PR/GJ/VADODARA/VADODARA/Others/RAA12544/261023,100
r411075,Shubhashish Prakash,100,ByShubhashish Homes Realty LLP,72,"99acres: Mansarovar Extension | Housing: Medical Hub, Jaisinghpura Rd, Bhankrota, Ajmer Road, NH - 8 Jaipur, Jaipur",23,"99acres: NEW_LAUNCH | Housing: Dec, 2027",21,"RAJ/P/2023/2544, RAJ/P/2024/3218",100
r332999,Mega Sarovar,100,ByMega Homes,91,"99acres: Gollapudi | Housing: R S No 523/2, Jain Colony, Gollapudi, Krishna",33,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2026",15,P06160070645,100
r416320,Sumadhura Sushantham Phase II,95,BySumadhura Infracon Pvt Ltd,60,"99acres: Sahakara Nagar | Housing: BBMP Katha No 1583, Sy No 3/7, Thindlu Village Yelahanka Hobli, Kodigehalli, North Bangalore, Bangalore",22,Ready to Move,100,PRM/KA/RERA/1251/309/PR/200205/003253,100
r306817,Concorde Hill Crest Phase 1,83,99acres: Concorde | Housing: ByConcorde Housing Corporation Pvt. Ltd.,33,"99acres: Chikkaballapur | Housing: On NH7, Chikballapur, North Bangalore, Bangalore",39,"99acres: READY_TO_MOVE | Housing: Dec, 2025",18,PRM/KA/RERA/1254/460/PR/180521/001784,100
r388209,Sharanya Altura,100,BySharanya Group,93,"99acres: Shilaj | Housing: B/h Kaveri Sohan Vistara, Opposite Taj Skyline Nr. Shilaj Over Bridge, Sp Ring Road, Shilaj, South West, Ahmedabad",10,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09900/090322,100
r393393,Sahjanand Safal,100,BySahjanand Group,52,"99acres: Sargasan | Housing: Uvarsad, Gandhinagar",36,"99acres: READY_TO_MOVE | Housing: Sep, 2026",18,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA10283/080622,100
r206111,Windsor Troika,100,ByWindsor Builders & Developers,68,"99acres: Begur | Housing: Begur off Banneragatta Road, South Bangalore, Bangalore",17,"99acres: READY_TO_MOVE | Housing: Jun, 2026",9,PRM/KA/RERA/1251/310/PR/171214/001023,100
r390246,Candeur Crescent,100,ByCandeur Projects,62,"99acres: Gachibowli | Housing: Survey No. 106, 107, next to Sancta Maria International School, Seriliingampally, North Hyderabad, Hyderabad",10,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2028",15,P02500004515,100
r293775,SB Skanda Lake Front,98,ByS B Urbanscapes,94,"99acres: Uttarahalli | Housing: NO.478/44/1A ,44/1B, Kanakapura Road ,Yelachanahalli Village ,Uttarhalli, South Bangalore, Bangalore",18,Ready to Move,100,PRM/KA/RERA/1251/310/PR/171102/001895,100
r425506,CasaGrand Amor,100,ByCasagrand Builder Private Limited,52,"99acres: Akshaya Nagar | Housing: Begur, South Bangalore, Bangalore",39,"99acres: UNDER_CONSTRUCTION | Housing: May, 2025",7,ACK/KA/RERA/1251/310/PR/040324/007911,100
r411643,Vivaan Solitaire,100,ByVivaan Group,92,"99acres: Zundal | Housing: Vivaan Solitaire, Near Vivaan Infinity, Zundal, North West, Ahmedabad",16,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA11999/220623,100
r424425,Abhay Nilima EnclavePhotos & Videos,73,ByBrahmaputra Corporation,96,"99acres: Azara | Housing: Gadhuli Bazar Amulya Baruah Path, Azara, Guwahati",19,"99acres: NEW_LAUNCH | Housing: Mar, 2028",11,99acres: Registered | Housing: nan,0
r433359,Shriram Codename Smash Hit,100,ByShriram Properties,78,"99acres: Yelahanka | Housing: Yelahanka, North Bangalore, Bangalore",39,"99acres: NEW_LAUNCH | Housing: Mar, 2028",11,Rera Not Applicable,100
r434569,Jain Advait,78,99acres: Thai Homes Pvt Ltd | Housing: ByJain Housing & Constructions Ltd,46,"99acres: Madipakkam | Housing: Chromepet, Chennai, Chennai south, Chennai",19,"99acres: NEW_LAUNCH | Housing: Jul, 2024",11,,100
r433762,Urbanrise Opus 96,58,99acres: NSPIRE DEVELOPERS LLP | Housing: ByUrbanrise,19,"99acres: Tambaram | Housing: Tambaram, Chennai south, Chennai",40,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2031",15,TN/29/Layout/2159/2024,100
r418956,Sarvayoni Paradise,92,ByAS Construction,75,"99acres: Sonarpur | Housing: Sonarpur, South Kolkata, Kolkata",40,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,WBRERA/P/SOU/2023/000752,100
r436833,99acres: Anjaneya Ritz by Yash Infraventures | Housing: Yash Anjaneya Ritz,49,ByYash Infraventures,95,"Ajni, Nagpur",61,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",22,P50500078310,100
r429459,Kolte Patil Springshire,100,ByKolte-Patil Developers,57,"Wagholi, Pune",70,"99acres: NEW_LAUNCH | Housing: Sep, 2026",21,P52100076743,100
r370636,Mali Pinnacle,100,ByMali Infra,91,"99acres: Kalyan East | Housing: Malangad Rd, Opp. Bhal Gurukul School, Kalyan East, Beyond Thane, Kalyan",27,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",22,P51700026067,100
r415891,Palm Amore,100,99acres: Gami Group | Housing: ByVision Infra,25,"99acres: Seawoods | Housing: Plot No - 5A, Sector- 46- A, Opposite NRI Complex, Seawoods, Navi Mumbai",20,Under Construction,100,P51700052377,100
r378330,Bhardwaj Sky,100,ByBhardwaj Promoters & Builders,90,"Shankar Nagar, Raipur",76,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2025",15,PCGRERA110621001227,100
r393354,Amar Amardeep Sky,83,ByAmar Group,65,"99acres: Harni | Housing: F.P. No. 60, Harni, Vadodara",30,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2025",22,PR/GJ/VADODARA/VADODARA/Others/RAA10185/A1R/050123,100
r427769,Sattva Green Groves,100,BySattva Group,92,"99acres: Tumkur Road | Housing: Nelamangala, Bangalore-Mumbai Economic Corridor, Bangalore",17,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",15,PRM/KA/RERA/1250/307/PR/040524/006863,100
r407174,Metro Tranquil,100,ByThe Metro Estates,94,"99acres: Medchal | Housing: Yellampet, Medchal, Hyderabad",39,"99acres: READY_TO_MOVE | Housing: Dec, 2025",18,"P02200008447, P02200005924",100
r405003,Radhey Skye,100,ByRadhey Constructions Pvt Ltd,80,"99acres: Kollur | Housing: Kollur, West Hyderabad, Hyderabad",31,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,P01100006237,100
r407585,Casa De Nagoa,100,ByParekh Buildcon,94,"99acres: Verna | Housing: Verna, Salcete, South Goa, Goa",29,99acres: NEW_LAUNCH | Housing: Possession Ready,23,PRGO03231948,100
r406648,PM Uplands,100,ByPM Creations,92,"99acres: Rau | Housing: Rau, Indore",43,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,"P-IND-23-3933, P-IND-23-3974",100
r405172,Jains Fairmount Sri Ram Garden 2,100,ByJain Constructions,92,"99acres: Kompally | Housing: Beside Neighbour Hood Villas, Kompally, North Hyderabad, Hyderabad",22,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2026",15,P02200005699,100
r410495,Uttarayan Prakriti,100,ByUttarayan Developers Pvt Ltd,59,"99acres: Na Ali | Housing: Na-Ali, Bangal Pukhuri, Jorhat",33,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,RERAA JO 36 of 2023-2024,100
r397111,Amantran,100,"ByEden Group, & Rajat Group",54,"99acres: Joka | Housing: Joka, Diamond Harbour Road-Thakurpukur, Kolkata",16,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",22,WBRERA/P/KOL/2023/000057,100
r347199,Samruddhi Skyrise 1,100,BySamruddhi Buildtech,82,"99acres: Kalali | Housing: Near Samanvay Santorini 2Opp Vicenza Vankamm ,20 Mtr Kalali Talsat Road Kalali, Vadodara",13,"99acres: READY_TO_MOVE | Housing: Dec, 2025",18,PR/GJ/VADODARA/VADODARA/Others/MAA06523/261219,100
r378542,Sophia Elanza,100,BySophia Builders,94,"Kizhakkambalam, Vengola, Ernakulam",58,"99acres: READY_TO_MOVE | Housing: Jan, 2029",18,K-RERA/PRJ/ERN/093/2022,100
r402370,Vasavi Crown East,100,ByVasavi Group,92,"99acres: Uppal | Housing: Uppal Kalan, East Hyderabad, Hyderabad",23,"99acres: UNDER_CONSTRUCTION | Housing: May, 2025",7,P02200005561,100
r434412,99acres: Veda Vilasa Villaments | Housing: Sai Samrudhi Veda Vilasa,48,BySai Samrudhi Constructions,96,"99acres: Kengeri | Housing: Kengeri, Bangalore West , Bangalore",33,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2026",15,PRM/KA/RERA/1251/310/PR/250924/007066,100
r375399,IRA Miracle,100,ByIRA Realty,87,"99acres: Kollur | Housing: Kollur, West Hyderabad, Hyderabad",31,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2025",15,P01100002811,100
r294215,Arihant Aspire Phase 2,78,ByArihant Superstructures Limited,82,"99acres: Panvel | Housing: Phalaspe Phata, Panvel, Navi Mumbai",29,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,P52000050712,100
r415650,Eldeco La Vida Bella,100,ByEldeco,60,"99acres: Sector-12 | Housing: Near Rajesh Pilot Chowk, Sector 12 Noida Extension, Greater Noida",22,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,UPRERAPRJ136219/04/2024,100
r341763,Escon Primera Phase 1,76,ByMalwa Projects,93,"99acres: Zirakpur | Housing: PR7 Airport Road, Ambala Chandigarh Expressway, Zirakpur",25,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2029",15,PBRERA-SAS79-PR0529,100
r428837,Daksh Triverra,100,ByDaksh Realty,92,"99acres: Panchavati | Housing: Near Pramod Mahajan Garden, Rasbihari-Meri Link Road, Nashik",20,"99acres: UNDER_CONSTRUCTION | Housing: Aug, 2025",15,P51600056133,100
r270128,AlamoXsreal Tuscany,100,99acres: Alamo XS Real | Housing: ByX S Real Properties Pvt. Ltd,33,"99acres: Maraimalai Nagar | Housing: Opp. To Mahindra World City, Chettipuniyam, Off GST Road, GST Road, Chennai",26,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2027",15,TN/01/Building/0218/2017,100
r324931,99acres: Satvik Homes | Housing: Satvik Super Luxury Floors,47,BySatvik Developers Faridabad,96,"Green field Colony, Faridabad",74,"99acres: READY_TO_MOVE | Housing: Jul, 2025",9,Rera Not Applicable,100
r430414,Sree Adithya Lotus Park,96,BySree Adithya Developers,96,"99acres: KR Puram | Housing: Krishnarajapura, Bangalore East , Bangalore",24,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",22,PRM/KA/RERA/1251/446/PR/300124/006599,100
r428685,MP Golden Heights,100,ByMP Developers,93,"99acres: Kovur | Housing: Kovur, Chennai west, Chennai",30,"99acres: NEW_LAUNCH | Housing: Apr, 2025",11,TN/1/Building/0397/2024 dated 19-06-2024,100
r404615,Russel Lions Gate,100,ByRussel Foundation Pvt Ltd,76,"99acres: East Tambaram | Housing: selaiyur, Chennai south, Chennai",27,99acres: NEW_LAUNCH | Housing: Ready to Move,17,TN/01/Building/0070/2023 dated 08/02/2023,100
r410183,Natures Cove,100,ByVictorino Luxury Homes Private Ltd,76,"99acres: Curtorim | Housing: Salcete, South Goa, Goa",26,"99acres: NEW_LAUNCH | Housing: Dec, 2028",21,PRGO01231894,100
r420548,Fortune Imperia 2,100,ByFortune Group,70,"99acres: Bhayli | Housing: Near Darshanam Splendora Bhayli TP1, Vadodara",24,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2028",15,PR/GJ/VADODARA/VADODARA/Others/RAA09124/011021,100
r336711,Pranava Sama Lakshma Reddy Greenwich,99,ByPranava Group,93,"99acres: Attapur | Housing: Mehdipatnam Toward Airport Road, Pillar No.213, Star Diagnoses, Besides. Near St. Adams School, West Hyderabad, Hyderabad",9,"99acres: READY_TO_MOVE | Housing: Dec, 2028",18,P02400001057,100
r394748,Adish Aradhra,100,ByAdish Properties,94,"99acres: Chandapura | Housing: Chandapura, Near Hosur Highway, South Bangalore, Bangalore",29,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2026",15,PRM/KA/RERA/1251/308/PR/130622/004973,100
r35056,Fortune Golden Panorama,100,ByFortune Builders,94,"99acres: Rojda Chak | Housing: Chiklod Road, Bhopal",40,"99acres: READY_TO_MOVE | Housing: Oct, 2027",18,P-OBD-17-903,100
r429182,Kalpana The Olympia,73,ByKalpana Struct Con,89,"99acres: Panvel | Housing: 6e And 6f, Sector 16, Panvel West, Navi Mumbai",23,"99acres: NEW_LAUNCH | Housing: Sep, 2025",21,P52000076669,100
r414540,Palm Olympia Ph 2,72,BySAM India,90,"99acres: Sector 16C | Housing: Sector 16C Noida Extension, Greater Noida",39,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2023",15,UPRERAPRJ308567,100
r4382,Rustomjee La Vie,100,ByRustomjee Builders,62,"99acres: Majiwada | Housing: Plot No. 8a Survey No. 329/3 Pt Of Village Majiwade At Thane West, Thane",20,"99acres: NEW_LAUNCH | Housing: Oct, 2026",11,"P51700050803, P51700053110, P51700053109",100
r423612,Bramha Kailash Complex Phase 1,85,ByBramha Constructions,83,"99acres: Neral | Housing: S.No. 169, Plot No.8 At Mamdapur, Beyond Thane, Thane",10,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,P52000054450,100
r374312,Godrej Woods,100,ByGodrej Properties Ltd.,83,"Sector 43, Noida",72,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",15,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",100
r403058,Aakar Millennium,100,ByAakar Builders And Developers,97,"99acres: Gangapur | Housing: S. No. 27/1/1, Kale Nagar, Behind Madhur Sweets, Behind Guruji Hospital, Pipeline Road, Gangapur Road, Nashik",14,99acres: NEW_LAUNCH | Housing: Ready to Move,17,P51600047871,100
r22804,Pareena Mi Casa,100,ByPareena Infrastructure Builders,82,"99acres: Sector 68 | Housing: Sohna Road, Sector 68, Sohna Road, Gurgaon",35,"99acres: READY_TO_MOVE | Housing: Aug, 2027",18,99 OF 2017,100
r414404,Hallmark Floresta,100,ByHallmark Builders,94,"99acres: Kollur | Housing: Kollur, West Hyderabad, Hyderabad",31,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2020",15,P01100007551,100
r141819,Baldota Brothers Thumbprint,80,ByBaldota Brothers,94,"99acres: Vidyaranyapura | Housing: Kanshiram Nagar, Vidyaranyapura., North Bangalore, Bangalore",38,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,,100
